id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
759,Thompson,tube,13.79,3920,-0.0571,1.9,1.9,696,3.7
760,Thompson,tube,13.79,3933,-0.0659,1.9,1.9,696,3.7
761,Thompson,tube,13.79,1600,0.0776,3.6,3.6,76,3.9
762,Thompson,tube,13.79,2102,-0.1438,3.6,3.6,76,7.0
763,Thompson,tube,13.79,2306,-0.3339,3.6,3.6,76,9.0
764,Thompson,tube,13.79,2428,-0.0455,3.6,3.6,76,3.8
765,Thompson,tube,13.79,2712,-0.2536,3.6,3.6,76,6.6
766,Thompson,tube,13.79,3933,0.0415,3.6,3.6,76,3.9
767,Thompson,tube,13.79,5181,-0.4061,3.6,3.6,76,13.0
768,Thompson,tube,13.79,5791,0.0136,3.6,3.6,76,5.0
769,Thompson,tube,13.79,7093,0.0647,3.6,3.6,76,6.0
770,Thompson,tube,13.79,7636,-0.2488,3.6,3.6,76,12.7
771,Thompson,tube,13.79,7717,-0.1335,3.6,3.6,76,7.7
772,Thompson,tube,13.79,2523,0.1538,4.6,4.6,295,2.1
773,Thompson,tube,13.79,2523,0.1500,4.6,4.6,295,2.1
774,Thompson,tube,13.79,2563,0.1036,4.6,4.6,295,2.1
775,Thompson,tube,13.79,2753,0.1373,4.6,4.6,295,2.1
776,Thompson,tube,13.79,3404,0.0625,4.6,4.6,295,2.2
777,Thompson,tube,13.79,3404,0.0787,4.6,4.6,295,1.7
778,Thompson,tube,13.79,3404,0.0748,4.6,4.6,295,1.7
779,Thompson,tube,13.79,3404,0.1074,4.6,4.6,295,2.7
780,Thompson,tube,13.79,3445,0.0922,4.6,4.6,295,2.7
781,Thompson,tube,13.79,3445,0.0887,4.6,4.6,295,2.7
782,Thompson,tube,13.79,3445,0.0705,4.6,4.6,295,2.1
783,Thompson,tube,13.79,3445,0.0669,4.6,4.6,295,2.1
784,Thompson,tube,13.79,3445,0.0639,4.6,4.6,295,2.1
785,Thompson,tube,13.79,3486,0.0730,4.6,4.6,295,3.1
786,Thompson,tube,13.79,3486,0.0670,4.6,4.6,295,3.1
787,Thompson,tube,13.79,3486,0.0705,4.6,4.6,295,3.2
788,Thompson,tube,13.79,3526,0.0646,4.6,4.6,295,3.1
789,Thompson,tube,13.79,3635,0.0961,4.6,4.6,295,2.2
790,Thompson,tube,13.79,3635,0.1026,4.6,4.6,295,2.3
791,Thompson,tube,13.79,3675,0.1043,4.6,4.6,295,2.4
792,Thompson,tube,13.79,3716,0.0885,4.6,4.6,295,2.5
793,Thompson,tube,13.79,3906,0.0711,4.6,4.6,295,2.5
794,Thompson,tube,13.79,3947,0.0720,4.6,4.6,295,2.6
795,Thompson,tube,13.79,3987,0.1198,4.6,4.6,295,2.2
796,Thompson,tube,13.79,3987,0.0734,4.6,4.6,295,2.7
797,Thompson,tube,13.79,4014,0.0797,4.6,4.6,295,2.5
798,Thompson,tube,13.79,4069,0.0903,4.6,4.6,295,2.6
799,Thompson,tube,13.79,4069,0.0872,4.6,4.6,295,2.6
800,Thompson,tube,13.79,4069,0.0863,4.6,4.6,295,2.7
801,Thompson,tube,13.79,4096,0.0672,4.6,4.6,295,3.0
802,Thompson,tube,13.79,4136,0.0684,4.6,4.6,295,3.0
803,Thompson,tube,13.79,4136,0.0684,4.6,4.6,295,3.0
804,Thompson,tube,13.79,4136,0.0459,4.6,4.6,295,3.1
805,Thompson,tube,13.79,4204,0.0514,4.6,4.6,295,3.2
806,Thompson,tube,13.79,4367,0.0157,4.6,4.6,295,3.6
807,Thompson,tube,13.79,4367,0.0180,4.6,4.6,295,3.7
808,Thompson,tube,13.79,4476,0.0257,4.6,4.6,295,3.6
809,Thompson,tube,13.79,4855,0.0140,4.6,4.6,295,3.6
810,Thompson,tube,13.79,4855,0.0108,4.6,4.6,295,3.6
811,Thompson,tube,13.79,4977,0.0183,4.6,4.6,295,3.6
812,Thompson,tube,13.79,639,0.1789,4.7,4.7,305,2.2
813,Thompson,tube,13.79,838,0.0821,4.7,4.7,305,2.5
814,Thompson,tube,13.79,1094,0.1351,4.7,4.7,305,2.5
815,Thompson,tube,13.79,1302,-0.0232,4.7,4.7,305,3.3
816,Thompson,tube,13.79,1397,0.0674,4.7,4.7,305,2.7
817,Thompson,tube,13.79,1410,-0.0412,4.7,4.7,305,3.4
818,Thompson,tube,13.79,1424,0.1125,4.7,4.7,305,2.5
819,Thompson,tube,13.79,1462,0.2027,4.7,4.7,305,2.0
820,Thompson,tube,13.79,1482,0.0682,4.7,4.7,305,2.9
821,Thompson,tube,13.79,1533,0.1692,4.7,4.7,305,2.0
822,Thompson,tube,13.79,2075,-0.1297,4.7,4.7,305,4.2
823,Thompson,tube,13.79,2143,0.1331,4.7,4.7,305,2.2
824,Thompson,tube,13.79,2156,-0.0069,4.7,4.7,305,3.5
825,Thompson,tube,13.79,2740,-0.1534,4.7,4.7,305,5.2
826,Thompson,tube,13.79,2760,0.0496,4.7,4.7,305,2.9
827,Thompson,tube,13.79,2760,-0.0313,4.7,4.7,305,4.2
828,Thompson,tube,13.79,2760,-0.0340,4.7,4.7,305,4.2
829,Thompson,tube,13.79,2767,-0.0322,4.7,4.7,305,4.2
830,Thompson,tube,13.79,2780,-0.0340,4.7,4.7,305,4.2
831,Thompson,tube,13.79,2794,-0.0367,4.7,4.7,305,4.1
832,Thompson,tube,13.79,2794,-0.0358,4.7,4.7,305,4.2
833,Thompson,tube,13.79,2798,-0.0349,4.7,4.7,305,4.3
834,Thompson,tube,13.79,2798,-0.0277,4.7,4.7,305,4.3
835,Thompson,tube,13.79,2821,-0.0356,4.7,4.7,305,4.3
836,Thompson,tube,13.79,2835,-0.0424,4.7,4.7,305,4.3
837,Thompson,tube,13.79,3418,-0.1892,4.7,4.7,305,6.2
838,Thompson,tube,13.79,3452,-0.0595,4.7,4.7,305,4.7
839,Thompson,tube,13.79,3580,0.0827,4.7,4.7,305,3.2
840,Thompson,tube,13.79,4069,-0.0809,4.7,4.7,305,5.0
841,Thompson,tube,13.79,4109,-0.1961,4.7,4.7,305,7.3
842,Thompson,tube,13.79,4164,0.0468,4.7,4.7,305,3.1
843,Thompson,tube,13.79,4774,-0.0720,4.7,4.7,305,5.9
844,Thompson,tube,13.79,4774,0.0441,4.7,4.7,305,3.2
845,Thompson,tube,13.79,5696,-0.2247,4.7,4.7,305,9.0
846,Thompson,tube,13.79,746,0.0782,4.7,4.7,318,1.2
847,Thompson,tube,13.79,783,-0.1821,4.7,4.7,318,3.2
848,Thompson,tube,13.79,852,0.1433,4.7,4.7,318,1.6
849,Thompson,tube,13.79,903,0.1065,4.7,4.7,318,1.6
850,Thompson,tube,13.79,974,0.1453,4.7,4.7,318,1.6
851,Thompson,tube,13.79,1020,-0.0820,4.7,4.7,318,2.1
852,Thompson,tube,13.79,1062,0.0742,4.7,4.7,318,1.9
853,Thompson,tube,13.79,1063,0.0001,4.7,4.7,318,3.2
854,Thompson,tube,13.79,1078,-0.0083,4.7,4.7,318,2.2
855,Thompson,tube,13.79,1085,-0.1120,4.7,4.7,318,2.4
856,Thompson,tube,13.79,1085,0.0648,4.7,4.7,318,2.0
857,Thompson,tube,13.79,1214,-0.3476,4.7,4.7,318,4.6
858,Thompson,tube,13.79,1217,-0.2744,4.7,4.7,318,4.6
859,Thompson,tube,13.79,1302,-0.1239,4.7,4.7,318,3.3
860,Thompson,tube,13.79,1397,0.1418,4.7,4.7,318,2.3
861,Thompson,tube,13.79,1533,0.1863,4.7,4.7,318,3.6
862,Thompson,tube,13.79,1641,0.0789,4.7,4.7,318,3.1
863,Thompson,tube,13.79,1695,-0.0535,4.7,4.7,318,3.0
864,Thompson,tube,13.79,1709,0.0833,4.7,4.7,318,2.8
865,Thompson,tube,13.79,1804,-0.0858,4.7,4.7,318,3.2
866,Thompson,tube,13.79,1831,-0.1076,4.7,4.7,318,3.9
867,Thompson,tube,13.79,1872,-0.3206,4.7,4.7,318,5.3
868,Thompson,tube,13.79,1872,-0.1410,4.7,4.7,318,4.7
869,Thompson,tube,13.79,1899,-0.0833,4.7,4.7,318,3.9
870,Thompson,tube,13.79,1967,-0.1153,4.7,4.7,318,4.2
871,Thompson,tube,13.79,2048,-0.3209,4.7,4.7,318,6.4
872,Thompson,tube,13.79,2482,0.1853,4.7,4.7,318,2.2
873,Thompson,tube,13.79,2550,0.1860,4.7,4.7,318,2.3
874,Thompson,tube,13.79,2699,0.1274,4.7,4.7,318,2.7
875,Thompson,tube,13.79,2753,0.1225,4.7,4.7,318,2.7
876,Thompson,tube,13.79,2862,0.0576,4.7,4.7,318,3.7
877,Thompson,tube,13.79,2862,0.0798,4.7,4.7,318,3.1
878,Thompson,tube,13.79,2862,0.0854,4.7,4.7,318,3.2
879,Thompson,tube,13.79,3038,0.0196,4.7,4.7,318,4.3
880,Thompson,tube,13.79,3241,-0.0105,4.7,4.7,318,5.0
881,Thompson,tube,13.79,3255,-0.0863,4.7,4.7,318,4.1
882,Thompson,tube,13.79,3391,-0.1386,4.7,4.7,318,5.3
883,Thompson,tube,13.79,3391,-0.0224,4.7,4.7,318,5.3
884,Thompson,tube,13.79,3404,-0.1709,4.7,4.7,318,5.8
885,Thompson,tube,13.79,3404,-0.0532,4.7,4.7,318,5.8
886,Thompson,tube,13.79,3458,-0.0541,4.7,4.7,318,4.8
887,Thompson,tube,13.79,3472,-0.1261,4.7,4.7,318,5.7
888,Thompson,tube,13.79,3594,-0.2798,4.7,4.7,318,6.9
889,Thompson,tube,13.79,3594,-0.1441,4.7,4.7,318,6.9
890,Thompson,tube,13.79,3608,-0.2106,4.7,4.7,318,6.2
891,Thompson,tube,13.79,3608,-0.0805,4.7,4.7,318,6.2
892,Thompson,tube,13.79,3648,-0.3246,4.7,4.7,318,8.2
893,Thompson,tube,13.79,3648,-0.3247,4.7,4.7,318,7.9
894,Thompson,tube,13.79,3703,0.1305,4.7,4.7,318,2.5
895,Thompson,tube,13.79,3770,0.1290,4.7,4.7,318,2.6
896,Thompson,tube,13.79,3784,-0.4456,4.7,4.7,318,10.0
897,Thompson,tube,13.79,3906,0.0885,4.7,4.7,318,3.3
898,Thompson,tube,13.79,3974,0.0723,4.7,4.7,318,3.1
899,Thompson,tube,13.79,4259,0.0406,4.7,4.7,318,4.0
900,Thompson,tube,13.79,4299,0.0533,4.7,4.7,318,4.3
901,Thompson,tube,13.79,4367,0.0043,4.7,4.7,318,4.8
902,Thompson,tube,13.79,4679,-0.0517,4.7,4.7,318,5.3
903,Thompson,tube,13.79,4774,-0.1989,4.7,4.7,318,6.4
904,Thompson,tube,13.79,4787,-0.0398,4.7,4.7,318,5.4
905,Thompson,tube,13.79,4882,-0.1193,4.7,4.7,318,6.7
906,Thompson,tube,13.79,4910,0.1131,4.7,4.7,318,3.0
907,Thompson,tube,13.79,4964,-0.1823,4.7,4.7,318,6.8
908,Thompson,tube,13.79,4964,-0.0203,4.7,4.7,318,6.8
909,Thompson,tube,13.79,4964,0.0943,4.7,4.7,318,2.8
910,Thompson,tube,13.79,4964,0.1077,4.7,4.7,318,2.9
911,Thompson,tube,13.79,5221,-0.3273,4.7,4.7,318,9.5
912,Thompson,tube,13.79,5249,0.0753,4.7,4.7,318,4.1
913,Thompson,tube,13.79,5316,-0.3310,4.7,4.7,318,9.5
914,Thompson,tube,13.79,5384,0.0587,4.7,4.7,318,3.8
915,Thompson,tube,13.79,5398,-0.3559,4.7,4.7,318,10.2
916,Thompson,tube,13.79,5533,0.0374,4.7,4.7,318,5.0
917,Thompson,tube,13.79,5574,-0.4486,4.7,4.7,318,12.7
918,Thompson,tube,13.79,5588,0.0192,4.7,4.7,318,4.7
919,Thompson,tube,13.79,5791,-0.0072,4.7,4.7,318,4.2
920,Thompson,tube,13.79,5900,-0.0431,4.7,4.7,318,5.9
921,Thompson,tube,13.79,6022,-0.0379,4.7,4.7,318,5.5
922,Thompson,tube,13.79,6144,0.0863,4.7,4.7,318,3.0
923,Thompson,tube,13.79,6198,-0.1209,4.7,4.7,318,6.0
924,Thompson,tube,13.79,6212,-0.0762,4.7,4.7,318,6.3
925,Thompson,tube,13.79,6239,-0.1208,4.7,4.7,318,7.3
926,Thompson,tube,13.79,6429,-0.2020,4.7,4.7,318,7.2
927,Thompson,tube,13.79,6523,-0.3313,4.7,4.7,318,8.6
928,Thompson,tube,13.79,6985,-0.3263,4.7,4.7,318,10.8
929,Thompson,tube,13.79,7012,-0.3338,4.7,4.7,318,10.7
930,Thompson,tube,13.79,7025,-0.0168,4.7,4.7,318,4.9
931,Thompson,tube,13.79,7107,-0.4505,4.7,4.7,318,10.0
932,Thompson,tube,13.79,7364,-0.4477,4.7,4.7,318,14.8
933,Thompson,tube,13.79,7391,-0.1212,4.7,4.7,318,6.7
934,Thompson,tube,13.79,7473,0.0865,4.7,4.7,318,3.5
935,Thompson,tube,13.79,7975,-0.2001,4.7,4.7,318,7.9
936,Thompson,tube,13.79,1302,-0.1235,5.7,5.7,625,3.5
937,Thompson,tube,13.79,1313,0.0486,5.7,5.7,625,2.4
938,Thompson,tube,13.79,1313,0.0146,5.7,5.7,625,1.6
939,Thompson,tube,13.79,1316,-0.1121,5.7,5.7,625,3.4
940,Thompson,tube,13.79,1316,-0.1186,5.7,5.7,625,3.4
941,Thompson,tube,13.79,1316,-0.1370,5.7,5.7,625,3.5
942,Thompson,tube,13.79,1316,-0.0408,5.7,5.7,625,3.5
943,Thompson,tube,13.79,1316,-0.1044,5.7,5.7,625,3.3
944,Thompson,tube,13.79,1316,-0.1418,5.7,5.7,625,3.2
945,Thompson,tube,13.79,1316,-0.0688,5.7,5.7,625,3.0
946,Thompson,tube,13.79,5208,0.0247,5.7,5.7,625,3.6
947,Thompson,tube,13.79,5249,-0.0616,5.7,5.7,625,5.0
948,Thompson,tube,13.79,5262,-0.3924,5.7,5.7,625,8.9
949,Thompson,tube,13.79,5262,-0.3732,5.7,5.7,625,8.4
950,Thompson,tube,13.79,5262,-0.1054,5.7,5.7,625,5.9
951,Thompson,tube,13.79,5262,-0.0218,5.7,5.7,625,4.5
952,Thompson,tube,13.79,5289,-0.3491,5.7,5.7,625,7.9
953,Thompson,tube,13.79,5289,-0.1601,5.7,5.7,625,6.8
954,Thompson,tube,13.79,5316,-0.1556,5.7,5.7,625,6.6
955,Thompson,tube,13.79,5357,-0.4240,5.7,5.7,625,9.3
956,Thompson,tube,13.79,658,0.1802,7.7,7.7,457,2.3
957,Thompson,tube,13.79,666,0.0324,7.7,7.7,457,3.1
958,Thompson,tube,13.79,671,0.1476,7.7,7.7,457,2.2
959,Thompson,tube,13.79,678,0.0334,7.7,7.7,457,2.7
960,Thompson,tube,13.79,678,0.1698,7.7,7.7,457,1.8
961,Thompson,tube,13.79,689,-0.1377,7.7,7.7,457,3.2
962,Thompson,tube,13.79,693,0.0145,7.7,7.7,457,2.7
963,Thompson,tube,13.79,694,-0.0573,7.7,7.7,457,3.6
964,Thompson,tube,13.79,705,-0.1331,7.7,7.7,457,3.4
965,Thompson,tube,13.79,705,0.0818,7.7,7.7,457,2.3
966,Thompson,tube,13.79,734,-0.1702,7.7,7.7,457,3.2
967,Thompson,tube,13.79,739,-0.1756,7.7,7.7,457,3.5
968,Thompson,tube,13.79,913,0.1679,7.7,7.7,457,1.7
969,Thompson,tube,13.79,925,0.0747,7.7,7.7,457,2.2
970,Thompson,tube,13.79,926,0.0808,7.7,7.7,457,2.3
971,Thompson,tube,13.79,929,-0.0202,7.7,7.7,457,2.7
972,Thompson,tube,13.79,929,0.1693,7.7,7.7,457,1.8
973,Thompson,tube,13.79,932,-0.0071,7.7,7.7,457,2.7
974,Thompson,tube,13.79,936,-0.2364,7.7,7.7,457,4.1
975,Thompson,tube,13.79,943,-0.1303,7.7,7.7,457,3.2
976,Thompson,tube,13.79,956,-0.1341,7.7,7.7,457,3.2
977,Thompson,tube,13.79,956,-0.2253,7.7,7.7,457,3.6
978,Thompson,tube,13.79,963,-0.2585,7.7,7.7,457,4.0
979,Thompson,tube,13.79,1221,0.1936,7.7,7.7,457,1.4
980,Thompson,tube,13.79,1290,0.0142,7.7,7.7,457,2.7
981,Thompson,tube,13.79,1302,0.0249,7.7,7.7,457,2.7
982,Thompson,tube,13.79,1318,0.0884,7.7,7.7,457,2.3
983,Thompson,tube,13.79,1336,-0.1590,7.7,7.7,457,3.6
984,Thompson,tube,13.79,1339,0.1786,7.7,7.7,457,1.3
985,Thompson,tube,13.79,1343,0.1113,7.7,7.7,457,1.8
986,Thompson,tube,13.79,1351,-0.1184,7.7,7.7,457,3.6
987,Thompson,tube,13.79,1354,-0.0576,7.7,7.7,457,3.2
988,Thompson,tube,13.79,1356,0.1818,7.7,7.7,457,1.4
989,Thompson,tube,13.79,1356,0.1323,7.7,7.7,457,1.8
990,Thompson,tube,13.79,1356,-0.2201,7.7,7.7,457,4.5
991,Thompson,tube,13.79,1356,-0.3201,7.7,7.7,457,5.0
992,Thompson,tube,13.79,1356,-0.1965,7.7,7.7,457,4.1
993,Thompson,tube,13.79,1356,0.0852,7.7,7.7,457,1.8
994,Thompson,tube,13.79,1370,0.0111,7.7,7.7,457,2.7
995,Thompson,tube,13.79,1370,-0.3469,7.7,7.7,457,5.3
996,Thompson,tube,13.79,1370,-0.2599,7.7,7.7,457,4.5
997,Thompson,tube,13.79,1383,-0.1775,7.7,7.7,457,4.1
998,Thompson,tube,13.79,1383,0.0876,7.7,7.7,457,2.3
999,Thompson,tube,13.79,1383,0.1503,7.7,7.7,457,1.5
1000,Thompson,tube,13.79,1383,0.0027,7.7,7.7,457,2.7
1001,Thompson,tube,13.79,1383,0.0552,7.7,7.7,457,2.3
1002,Thompson,tube,13.79,1397,-0.2653,7.7,7.7,457,4.5
1003,Thompson,tube,13.79,1410,-0.0568,7.7,7.7,457,3.2
1004,Thompson,tube,13.79,1465,-0.2834,7.7,7.7,457,5.0
1005,Thompson,tube,13.79,1600,0.1305,7.7,7.7,457,1.5
1006,Thompson,tube,13.79,1614,0.1340,7.7,7.7,457,1.6
1007,Thompson,tube,13.79,1627,0.1524,7.7,7.7,457,1.4
1008,Thompson,tube,13.79,1655,-0.1762,7.7,7.7,457,4.3
1009,Thompson,tube,13.79,1655,-0.1381,7.7,7.7,457,4.1
1010,Thompson,tube,13.79,1655,0.0929,7.7,7.7,457,1.9
1011,Thompson,tube,13.79,1655,-0.1689,7.7,7.7,457,4.5
1012,Thompson,tube,13.79,1655,0.0948,7.7,7.7,457,1.8
1013,Thompson,tube,13.79,1668,-0.2322,7.7,7.7,457,5.2
1014,Thompson,tube,13.79,1668,-0.2365,7.7,7.7,457,5.2
1015,Thompson,tube,13.79,1668,-0.1272,7.7,7.7,457,4.1
1016,Thompson,tube,13.79,1668,-0.0770,7.7,7.7,457,3.6
1017,Thompson,tube,13.79,1682,0.0145,7.7,7.7,457,2.6
1018,Thompson,tube,13.79,1682,0.0484,7.7,7.7,457,2.3
1019,Thompson,tube,13.79,1682,-0.0276,7.7,7.7,457,3.2
1020,Thompson,tube,13.79,1682,0.0145,7.7,7.7,457,2.6
1021,Thompson,tube,13.79,1682,0.0593,7.7,7.7,457,2.3
1022,Thompson,tube,13.79,1695,-0.0222,7.7,7.7,457,3.1
1023,Thompson,tube,13.79,1736,-0.0846,7.7,7.7,457,3.6
1024,Thompson,tube,13.79,1980,-0.0158,7.7,7.7,457,3.1
1025,Thompson,tube,13.79,1980,0.0700,7.7,7.7,457,2.3
1026,Thompson,tube,13.79,1994,-0.2387,7.7,7.7,457,5.1
1027,Thompson,tube,13.79,2007,-0.2252,7.7,7.7,457,5.1
1028,Thompson,tube,13.79,2007,-0.0668,7.7,7.7,457,3.6
1029,Thompson,tube,13.79,2007,0.1275,7.7,7.7,457,1.5
1030,Thompson,tube,13.79,2021,-0.0991,7.7,7.7,457,4.0
1031,Thompson,tube,13.79,2034,-0.1488,7.7,7.7,457,4.5
1032,Thompson,tube,13.79,2034,0.0226,7.7,7.7,457,2.7
1033,Thompson,tube,13.79,2034,0.0936,7.7,7.7,457,1.8
1034,Thompson,tube,13.79,2550,0.0628,7.7,7.7,457,2.3
1035,Thompson,tube,13.79,2563,-0.1806,7.7,7.7,457,5.4
1036,Thompson,tube,13.79,2563,0.0640,7.7,7.7,457,2.3
1037,Thompson,tube,13.79,2590,0.0334,7.7,7.7,457,2.7
1038,Thompson,tube,13.79,2604,0.0214,7.7,7.7,457,2.7
1039,Thompson,tube,13.79,2618,-0.1023,7.7,7.7,457,4.5
1040,Thompson,tube,13.79,2618,0.0928,7.7,7.7,457,1.8
1041,Thompson,tube,13.79,2645,0.0036,7.7,7.7,457,3.1
1042,Thompson,tube,13.79,2645,-0.1711,7.7,7.7,457,5.3
1043,Thompson,tube,13.79,2645,-0.1019,7.7,7.7,457,4.5
1044,Thompson,tube,13.79,2658,0.0081,7.7,7.7,457,3.2
1045,Thompson,tube,13.79,2658,0.0886,7.7,7.7,457,1.8
1046,Thompson,tube,13.79,2672,-0.0375,7.7,7.7,457,3.6
1047,Thompson,tube,13.79,2685,-0.0389,7.7,7.7,457,3.6
1048,Thompson,tube,13.79,2699,-0.0487,7.7,7.7,457,3.9
1049,Thompson,tube,13.79,2712,-0.0638,7.7,7.7,457,4.1
1050,Thompson,tube,13.79,677,0.1038,7.8,7.8,591,2.3
1051,Thompson,tube,13.79,685,0.1034,7.8,7.8,591,2.3
1052,Thompson,tube,13.79,732,0.0894,7.8,7.8,591,2.3
1053,Thompson,tube,13.79,751,0.2120,7.8,7.8,591,2.1
1054,Thompson,tube,13.79,759,0.1692,7.8,7.8,591,2.1
1055,Thompson,tube,13.79,821,0.1729,7.8,7.8,591,2.1
1056,Thompson,tube,13.79,888,0.0763,7.8,7.8,591,2.3
1057,Thompson,tube,13.79,933,0.0800,7.8,7.8,591,2.3
1058,Thompson,tube,13.79,1021,0.1212,7.8,7.8,591,2.1
1059,Thompson,tube,13.79,1035,0.0720,7.8,7.8,591,2.3
1060,Thompson,tube,13.79,1038,0.1139,7.8,7.8,591,2.1
1061,Thompson,tube,13.79,1046,0.0985,7.8,7.8,591,2.3
1062,Thompson,tube,13.79,1113,0.1584,7.8,7.8,591,2.0
1063,Thompson,tube,13.79,1193,-0.0298,7.8,7.8,591,2.6
1064,Thompson,tube,13.79,1233,0.0505,7.8,7.8,591,2.3
1065,Thompson,tube,13.79,1246,0.1394,7.8,7.8,591,1.9
1066,Thompson,tube,13.79,1260,0.1785,7.8,7.8,591,2.0
1067,Thompson,tube,13.79,1272,0.1714,7.8,7.8,591,2.0
1068,Thompson,tube,13.79,1286,0.0868,7.8,7.8,591,2.1
1069,Thompson,tube,13.79,1298,0.0778,7.8,7.8,591,2.3
1070,Thompson,tube,13.79,1351,0.0165,7.8,7.8,591,2.6
1071,Thompson,tube,13.79,1356,0.0224,7.8,7.8,591,2.5
1072,Thompson,tube,13.79,1383,-0.0137,7.8,7.8,591,2.5
1073,Thompson,tube,13.79,1383,0.0372,7.8,7.8,591,2.2
1074,Thompson,tube,13.79,1410,-0.0010,7.8,7.8,591,2.6
1075,Thompson,tube,13.79,1438,0.0975,7.8,7.8,591,2.3
1076,Thompson,tube,13.79,1465,0.1163,7.8,7.8,591,2.0
1077,Thompson,tube,13.79,1492,0.0090,7.8,7.8,591,2.5
1078,Thompson,tube,13.79,1492,0.1146,7.8,7.8,591,2.1
1079,Thompson,tube,13.79,1505,0.0905,7.8,7.8,591,2.3
1080,Thompson,tube,13.79,1505,0.0675,7.8,7.8,591,2.3
1081,Thompson,tube,13.79,1533,0.1587,7.8,7.8,591,1.9
1082,Thompson,tube,13.79,1587,0.0129,7.8,7.8,591,2.5
1083,Thompson,tube,13.79,1641,0.0134,7.8,7.8,591,2.5
1084,Thompson,tube,13.79,1709,-0.0309,7.8,7.8,591,2.5
1085,Thompson,tube,13.79,1736,0.0538,7.8,7.8,591,2.2
1086,Thompson,tube,13.79,1736,0.1086,7.8,7.8,591,2.0
1087,Thompson,tube,13.79,1736,0.1166,7.8,7.8,591,2.1
1088,Thompson,tube,13.79,1777,0.0619,7.8,7.8,591,2.1
1089,Thompson,tube,13.79,1777,0.0718,7.8,7.8,591,2.3
1090,Thompson,tube,13.79,1817,0.0225,7.8,7.8,591,2.5
1091,Thompson,tube,13.79,1899,0.1008,7.8,7.8,591,2.0
1092,Thompson,tube,13.79,2007,0.0733,7.8,7.8,591,2.2
1093,Thompson,tube,13.79,2061,0.0622,7.8,7.8,591,2.2
1094,Thompson,tube,13.79,2061,0.0598,7.8,7.8,591,2.2
1095,Thompson,tube,13.79,2089,0.0244,7.8,7.8,591,2.6
1096,Thompson,tube,13.79,2116,0.0983,7.8,7.8,591,2.1
1097,Thompson,tube,13.79,2116,0.0926,7.8,7.8,591,2.1
1098,Thompson,tube,13.79,2116,0.0792,7.8,7.8,591,2.3
1099,Thompson,tube,13.79,2129,0.0829,7.8,7.8,591,2.3
1100,Thompson,tube,13.79,2143,0.0336,7.8,7.8,591,2.5
1101,Thompson,tube,13.79,2184,0.0839,7.8,7.8,591,2.3
1102,Thompson,tube,13.79,2265,0.1286,7.8,7.8,591,1.9
1103,Thompson,tube,13.79,2278,0.0624,7.8,7.8,591,2.2
1104,Thompson,tube,13.79,2306,0.0279,7.8,7.8,591,2.6
1105,Thompson,tube,13.79,2319,0.1295,7.8,7.8,591,1.9
1106,Thompson,tube,13.79,2333,0.0787,7.8,7.8,591,2.2
1107,Thompson,tube,13.79,2360,0.0845,7.8,7.8,591,2.3
1108,Thompson,tube,13.79,2373,0.0981,7.8,7.8,591,2.1
1109,Thompson,tube,13.79,2373,0.0948,7.8,7.8,591,2.1
1110,Thompson,tube,13.79,2455,0.0351,7.8,7.8,591,2.5
1111,Thompson,tube,13.79,2658,0.0467,7.8,7.8,591,2.5
1112,Thompson,tube,13.79,2767,0.0788,7.8,7.8,591,2.2
1113,Thompson,tube,13.79,2767,0.0857,7.8,7.8,591,2.3
1114,Thompson,tube,13.79,2889,0.0455,7.8,7.8,591,2.5
1115,Thompson,tube,13.79,2916,0.0831,7.8,7.8,591,2.3
1116,Thompson,tube,13.79,2916,0.0804,7.8,7.8,591,2.3
1117,Thompson,tube,13.79,2997,0.0374,7.8,7.8,591,2.6
1118,Thompson,tube,13.79,3052,0.0330,7.8,7.8,591,2.6
1119,Thompson,tube,13.79,3052,0.0305,7.8,7.8,591,2.6
1120,Thompson,tube,13.79,1763,0.2054,10.4,10.4,1829,1.1
1121,Thompson,tube,13.79,1763,0.1968,10.5,10.5,1829,1.0
1122,Thompson,tube,15.51,2034,-0.0123,1.9,1.9,152,3.1
1123,Thompson,tube,15.51,2061,-0.0252,1.9,1.9,152,3.2
1124,Thompson,tube,15.51,2116,-0.0252,1.9,1.9,152,3.7
1125,Thompson,tube,15.51,2156,-0.0258,1.9,1.9,152,3.8
1126,Thompson,tube,15.51,2251,-0.0686,1.9,1.9,152,4.9
1127,Thompson,tube,15.51,2265,-0.0708,1.9,1.9,152,5.0
1128,Thompson,tube,15.51,2306,-0.0556,1.9,1.9,152,4.4
1129,Thompson,tube,15.51,2319,-0.0601,1.9,1.9,152,3.8
1130,Thompson,tube,15.51,2319,-0.0545,1.9,1.9,152,3.9
1131,Thompson,tube,15.51,2319,-0.0417,1.9,1.9,152,4.4
1132,Thompson,tube,15.51,2875,0.0015,1.9,1.9,152,5.4
1133,Thompson,tube,15.51,2929,0.0001,1.9,1.9,152,4.2
1134,Thompson,tube,15.51,2957,0.0155,1.9,1.9,152,4.2
1135,Thompson,tube,15.51,2984,-0.0317,1.9,1.9,152,5.5
1136,Thompson,tube,15.51,2997,-0.0415,1.9,1.9,152,5.5
1137,Thompson,tube,15.51,3024,-0.1174,1.9,1.9,152,6.6
