Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
63,2009,3,4,22,FALSE,0.926086957,50,18,7.9,2,10.0,71,10,30.07,0
64,2009,3,5,1,FALSE,0.896103896,52,27,7.3,4,10.0,83,5,30.1,0
64,2009,3,5,4,FALSE,0.636363636,52,27,7.3,4,9.0,96,10,30.11,0
64,2009,3,5,7,TRUE,0.376623377,52,27,7.3,3,10.0,77,6,30.14,1190
64,2009,3,5,10,TRUE,0.116883117,52,27,7.3,3,10.0,80,3,30.18,16816
64,2009,3,5,13,TRUE,0.142857143,52,27,7.3,3,10.0,69,5,30.16,27173
64,2009,3,5,16,TRUE,0.402597403,52,27,7.3,3,10.0,62,10,30.13,15652
64,2009,3,5,19,TRUE,0.662337662,52,27,7.3,3,10.0,72,10,30.13,86
64,2009,3,5,22,FALSE,0.922077922,52,27,7.3,2,10.0,77,7,30.14,0
65,2009,3,6,1,FALSE,0.89352518,52,28,12.6,3,10.0,77,14,30.14,0
65,2009,3,6,4,FALSE,0.634532374,52,28,12.6,2,10.0,71,9,30.14,0
65,2009,3,6,7,TRUE,0.375539568,52,28,12.6,4,10.0,80,3,30.14,467
65,2009,3,6,10,TRUE,0.116546763,52,28,12.6,3,10.0,67,14,30.15,21939
65,2009,3,6,13,TRUE,0.142446043,52,28,12.6,3,10.0,64,17,30.13,16806
65,2009,3,6,16,TRUE,0.401438849,52,28,12.6,3,10.0,64,18,30.1,14635
65,2009,3,6,19,TRUE,0.660431655,52,28,12.6,2,10.0,77,15,30.11,335
65,2009,3,6,22,FALSE,0.91942446,52,28,12.6,1,10.0,80,11,30.11,0
66,2009,3,7,1,FALSE,0.889684814,52,28,6.3,1,10.0,86,6,30.1,0
66,2009,3,7,4,FALSE,0.631805158,52,28,6.3,1,10.0,93,0,30.08,0
66,2009,3,7,7,TRUE,0.373925501,52,28,6.3,1,10.0,93,0,30.11,1364
66,2009,3,7,10,TRUE,0.116045845,52,28,6.3,1,10.0,80,6,30.15,19736
66,2009,3,7,13,TRUE,0.141833811,52,28,6.3,1,10.0,75,3,30.12,30769
66,2009,3,7,16,TRUE,0.399713467,52,28,6.3,2,10.0,67,14,30.07,15836
66,2009,3,7,19,TRUE,0.657593123,52,28,6.3,1,10.0,77,13,30.07,228
66,2009,3,7,22,FALSE,0.915472779,52,28,6.3,0,10.0,80,8,30.07,0
67,2009,3,8,1,FALSE,0.971428571,52,26,13.4,3,10.0,83,6,30.07,0
67,2009,3,8,4,FALSE,0.714285714,52,26,13.4,4,10.0,83,3,30.03,0
67,2009,3,8,7,TRUE,0.457142857,52,26,13.4,4,10.0,77,9,30.03,331
67,2009,3,8,10,TRUE,0.2,52,26,13.4,2,10.0,72,5,30.03,14201
67,2009,3,8,13,TRUE,0.057142857,52,26,13.4,1,10.0,59,17,30.01,31911
67,2009,3,8,16,TRUE,0.314285714,52,26,13.4,1,10.0,64,22,29.97,16173
67,2009,3,8,19,TRUE,0.571428571,52,26,13.4,1,10.0,71,10,29.96,230
67,2009,3,8,22,FALSE,0.828571429,52,26,13.4,1,10.0,61,24,29.98,0
68,2009,3,9,1,FALSE,0.967283073,49,29,13.2,1,10.0,58,18,30.01,0
68,2009,3,9,4,FALSE,0.711237553,49,29,13.2,0,10.0,65,10,30.04,0
68,2009,3,9,7,TRUE,0.455192034,49,29,13.2,1,10.0,53,14,30.07,2292
68,2009,3,9,10,TRUE,0.199146515,49,29,13.2,1,10.0,48,11,30.12,25550
68,2009,3,9,13,TRUE,0.056899004,49,29,13.2,1,10.0,45,15,30.12,32890
68,2009,3,9,16,TRUE,0.312944523,49,29,13.2,1,10.0,50,18,30.11,17309
68,2009,3,9,19,TRUE,0.568990043,49,29,13.2,0,10.0,63,16,30.13,244
68,2009,3,9,22,FALSE,0.825035562,49,29,13.2,0,10.0,68,8,30.16,0
69,2009,3,10,1,FALSE,0.964539007,48,27,6.3,0,10.0,65,5,30.17,0
69,2009,3,10,4,FALSE,0.709219858,48,27,6.3,0,10.0,79,3,30.16,0
69,2009,3,10,7,TRUE,0.453900709,48,27,6.3,0,10.0,77,6,30.18,2552
69,2009,3,10,10,TRUE,0.19858156,48,27,6.3,1,10.0,71,3,30.2,24464
69,2009,3,10,13,TRUE,0.056737589,48,27,6.3,1,10.0,45,3,30.14,32187
69,2009,3,10,16,TRUE,0.312056738,48,27,6.3,1,10.0,53,17,30.08,16680
69,2009,3,10,19,TRUE,0.567375887,48,27,6.3,1,10.0,61,17,30.07,160
69,2009,3,10,22,FALSE,0.822695035,48,27,6.3,3,10.0,71,6,30.09,0
70,2009,3,11,1,FALSE,0.961810467,50,28,5.9,3,10.0,73,0,30.07,0
70,2009,3,11,4,FALSE,0.707213579,50,28,5.9,1,10.0,73,3,30.04,0
70,2009,3,11,7,TRUE,0.45261669,50,28,5.9,1,10.0,79,0,30.05,2089
70,2009,3,11,10,TRUE,0.198019802,50,28,5.9,1,10.0,74,5,30.07,24003
70,2009,3,11,13,TRUE,0.056577086,50,28,5.9,1,10.0,41,0,30.03,31376
70,2009,3,11,16,TRUE,0.311173975,50,28,5.9,2,10.0,57,14,30.0,16173
70,2009,3,11,19,TRUE,0.565770863,50,28,5.9,0,10.0,69,16,30.02,247
70,2009,3,11,22,FALSE,0.820367751,50,28,5.9,0,10.0,77,7,30.06,0
71,2009,3,12,1,FALSE,0.957686883,51,28,9.5,1,10.0,86,6,30.07,0
71,2009,3,12,4,FALSE,0.703808181,51,28,9.5,1,10.0,86,0,30.07,0
71,2009,3,12,7,TRUE,0.449929478,51,28,9.5,1,10.0,89,5,30.1,1452
71,2009,3,12,10,TRUE,0.196050776,51,28,9.5,1,10.0,77,5,30.13,22968
71,2009,3,12,13,TRUE,0.057827927,51,28,9.5,1,10.0,62,14,30.1,31733
71,2009,3,12,16,TRUE,0.311706629,51,28,9.5,1,10.0,72,20,30.1,16613
71,2009,3,12,19,TRUE,0.565585331,51,28,9.5,1,10.0,83,17,30.1,264
71,2009,3,12,22,FALSE,0.819464034,51,28,9.5,1,10.0,86,13,30.15,0
72,2009,3,13,1,FALSE,0.953651685,52,27,11.5,1,10.0,89,10,30.15,0
72,2009,3,13,4,FALSE,0.700842697,52,27,11.5,4,10.0,89,7,30.15,0
72,2009,3,13,7,TRUE,0.448033708,52,27,11.5,4,10.0,83,0,30.16,738
72,2009,3,13,10,TRUE,0.195224719,52,27,11.5,2,10.0,77,5,30.18,22241
72,2009,3,13,13,TRUE,0.05758427,52,27,11.5,1,10.0,72,14,30.12,31880
72,2009,3,13,16,TRUE,0.310393258,52,27,11.5,1,10.0,72,24,30.09,16760
72,2009,3,13,19,TRUE,0.563202247,52,27,11.5,2,10.0,83,14,30.07,277
72,2009,3,13,22,FALSE,0.816011236,52,27,11.5,4,10.0,77,13,30.1,0
73,2009,3,14,1,FALSE,0.950980392,51,27,12.9,4,10.0,77,15,30.08,0
73,2009,3,14,4,FALSE,0.698879552,51,27,12.9,4,10.0,71,11,30.06,0
73,2009,3,14,7,TRUE,0.446778711,51,27,12.9,4,10.0,66,9,30.05,1260
73,2009,3,14,10,TRUE,0.194677871,51,27,12.9,4,10.0,66,17,30.08,13083
73,2009,3,14,13,TRUE,0.057422969,51,27,12.9,4,10.0,64,17,30.05,16045
73,2009,3,14,16,TRUE,0.30952381,51,27,12.9,4,10.0,64,16,30.03,10900
73,2009,3,14,19,TRUE,0.56162465,51,27,12.9,4,10.0,74,13,30.04,229
73,2009,3,14,22,FALSE,0.81372549,51,27,12.9,3,10.0,77,10,30.05,0
74,2009,3,15,1,FALSE,0.947001395,55,18,8.2,4,10.0,77,8,30.05,0
74,2009,3,15,4,FALSE,0.69595537,55,18,8.2,4,6.0,93,5,30.04,0
74,2009,3,15,7,TRUE,0.444909344,55,18,8.2,4,4.0,96,7,30.08,234
74,2009,3,15,10,TRUE,0.193863319,55,18,8.2,4,10.0,90,6,30.12,4700
74,2009,3,15,13,TRUE,0.057182706,55,18,8.2,4,10.0,78,10,30.12,8957
74,2009,3,15,16,TRUE,0.308228731,55,18,8.2,4,10.0,75,13,30.11,4361
74,2009,3,15,19,TRUE,0.559274756,55,18,8.2,3,10.0,80,8,30.13,12
74,2009,3,15,22,FALSE,0.810320781,55,18,8.2,3,10.0,83,7,30.17,0
75,2009,3,16,1,FALSE,0.942976356,59,20,8.6,4,10.0,90,13,30.17,0
75,2009,3,16,4,FALSE,0.692628651,59,20,8.6,4,6.0,96,9,30.18,0
75,2009,3,16,7,TRUE,0.442280946,59,20,8.6,4,10.0,96,7,30.22,324
75,2009,3,16,10,TRUE,0.191933241,59,20,8.6,4,9.0,87,11,30.26,6543
75,2009,3,16,13,TRUE,0.058414465,59,20,8.6,3,10.0,72,10,30.26,15051
75,2009,3,16,16,TRUE,0.30876217,59,20,8.6,3,10.0,70,16,30.25,12293
75,2009,3,16,19,TRUE,0.559109875,59,20,8.6,3,10.0,87,8,30.26,30
75,2009,3,16,22,FALSE,0.80945758,59,20,8.6,4,5.0,93,6,30.29,0
76,2009,3,17,1,FALSE,0.939058172,58,28,9.0,2,10.0,93,6,30.28,0
76,2009,3,17,4,FALSE,0.689750693,58,28,9.0,4,10.0,96,5,30.28,0
76,2009,3,17,7,TRUE,0.440443213,58,28,9.0,4,10.0,90,0,30.3,388
76,2009,3,17,10,TRUE,0.191135734,58,28,9.0,3,10.0,75,6,30.31,15785
76,2009,3,17,13,TRUE,0.058171745,58,28,9.0,3,10.0,72,5,30.28,27142
76,2009,3,17,16,TRUE,0.307479224,58,28,9.0,2,10.0,78,15,30.24,15649
76,2009,3,17,19,TRUE,0.556786704,58,28,9.0,3,10.0,86,22,30.24,290
76,2009,3,17,22,FALSE,0.806094183,58,28,9.0,2,10.0,90,14,30.24,0
77,2009,3,18,1,FALSE,0.936464088,58,29,8.0,2,10.0,93,10,30.23,0
77,2009,3,18,4,FALSE,0.687845304,58,29,8.0,2,10.0,93,6,30.22,0
77,2009,3,18,7,TRUE,0.439226519,58,29,8.0,4,8.0,90,0,30.22,3180
77,2009,3,18,10,TRUE,0.190607735,58,29,8.0,3,7.0,83,0,30.22,23463
77,2009,3,18,13,TRUE,0.05801105,58,29,8.0,3,8.0,75,5,30.16,27536
77,2009,3,18,16,TRUE,0.306629834,58,29,8.0,3,10.0,61,17,30.1,13687
77,2009,3,18,19,TRUE,0.555248619,58,29,8.0,3,10.0,72,17,30.07,384
77,2009,3,18,22,FALSE,0.803867403,58,29,8.0,2,10.0,77,8,30.05,0
78,2009,3,19,1,FALSE,0.931224209,59,28,12.4,3,10.0,80,3,30.04,0
78,2009,3,19,4,FALSE,0.683631362,59,28,12.4,3,10.0,86,8,30.02,0
78,2009,3,19,7,TRUE,0.436038514,59,28,12.4,1,9.0,86,13,30.03,3324
78,2009,3,19,10,TRUE,0.188445667,59,28,12.4,2,10.0,78,3,30.03,24644
78,2009,3,19,13,TRUE,0.05914718,59,28,12.4,2,10.0,67,20,29.99,31762
78,2009,3,19,16,TRUE,0.306740028,59,28,12.4,2,10.0,70,24,29.97,16724
78,2009,3,19,19,TRUE,0.554332875,59,28,12.4,1,10.0,77,17,29.95,330
78,2009,3,19,22,FALSE,0.801925722,59,28,12.4,2,10.0,86,16,29.96,0
79,2009,3,20,1,FALSE,0.92866941,54,27,15.6,1,10.0,90,14,29.95,0
79,2009,3,20,4,FALSE,0.68175583,54,27,15.6,4,10.0,93,18,29.95,0
79,2009,3,20,7,TRUE,0.43484225,54,27,15.6,4,8.0,96,14,29.96,549
79,2009,3,20,10,TRUE,0.187928669,54,27,15.6,3,9.0,83,10,29.97,21293
79,2009,3,20,13,TRUE,0.058984911,54,27,15.6,1,10.0,75,20,29.94,32324
79,2009,3,20,16,TRUE,0.305898491,54,27,15.6,3,9.0,83,24,29.91,16800
79,2009,3,20,19,TRUE,0.552812071,54,27,15.6,2,10.0,83,14,29.9,423
79,2009,3,20,22,FALSE,0.799725652,54,27,15.6,2,10.0,86,11,29.91,0
80,2009,3,21,1,FALSE,0.924863388,52,22,10.9,4,10.0,83,14,29.93,0
80,2009,3,21,4,FALSE,0.678961749,52,22,10.9,4,10.0,86,16,29.92,0
80,2009,3,21,7,TRUE,0.433060109,52,22,10.9,3,10.0,77,7,29.95,892
80,2009,3,21,10,TRUE,0.18715847,52,22,10.9,3,10.0,69,10,29.97,5981
80,2009,3,21,13,TRUE,0.058743169,52,22,10.9,4,10.0,77,13,29.97,8283
80,2009,3,21,16,TRUE,0.304644809,52,22,10.9,4,10.0,78,17,29.95,6459
80,2009,3,21,19,TRUE,0.550546448,52,22,10.9,4,10.0,80,10,29.93,189
80,2009,3,21,22,FALSE,0.796448087,52,22,10.9,3,10.0,74,0,29.94,0
81,2009,3,22,1,FALSE,0.920980926,49,29,22.1,4,10.0,86,10,29.95,0
81,2009,3,22,4,FALSE,0.675749319,49,29,22.1,4,10.0,77,20,30.0,0
81,2009,3,22,7,TRUE,0.430517711,49,29,22.1,3,10.0,66,26,30.08,1569
81,2009,3,22,10,TRUE,0.185286104,49,29,22.1,2,10.0,59,29,30.18,20733
81,2009,3,22,13,TRUE,0.059945504,49,29,22.1,2,10.0,54,26,30.21,20678
81,2009,3,22,16,TRUE,0.305177112,49,29,22.1,1,10.0,55,26,30.22,16864
81,2009,3,22,19,TRUE,0.550408719,49,29,22.1,1,10.0,61,26,30.26,390
81,2009,3,22,22,FALSE,0.795640327,49,29,22.1,1,10.0,63,16,30.31,0
82,2009,3,23,1,FALSE,0.917232022,49,29,13.5,0,10.0,65,5,30.34,0
82,2009,3,23,4,FALSE,0.672998643,49,29,13.5,0,10.0,70,5,30.33,0
82,2009,3,23,7,TRUE,0.428765265,49,29,13.5,1,10.0,63,7,30.36,3732
82,2009,3,23,10,TRUE,0.184531886,49,29,13.5,0,10.0,43,18,30.38,27378
82,2009,3,23,13,TRUE,0.059701493,49,29,13.5,0,10.0,43,16,30.35,33387
82,2009,3,23,16,TRUE,0.303934871,49,29,13.5,1,10.0,57,28,30.3,17470
82,2009,3,23,19,TRUE,0.54816825,49,29,13.5,1,10.0,64,16,30.26,426
82,2009,3,23,22,FALSE,0.792401628,49,29,13.5,0,10.0,74,14,30.28,0
83,2009,3,24,1,FALSE,0.914749662,52,27,10.7,1,10.0,77,8,30.27,0
83,2009,3,24,4,FALSE,0.671177267,52,27,10.7,0,10.0,83,0,30.25,0
83,2009,3,24,7,TRUE,0.427604871,52,27,10.7,1,10.0,80,3,30.27,3507
83,2009,3,24,10,TRUE,0.184032476,52,27,10.7,0,10.0,67,6,30.29,25440
83,2009,3,24,13,TRUE,0.059539919,52,27,10.7,1,10.0,60,17,30.23,32254
83,2009,3,24,16,TRUE,0.303112314,52,27,10.7,1,10.0,67,21,30.19,17103
83,2009,3,24,19,TRUE,0.546684709,52,27,10.7,2,10.0,80,22,30.17,445
83,2009,3,24,22,FALSE,0.790257104,52,27,10.7,2,10.0,86,11,30.18,0
84,2009,3,25,1,FALSE,0.911051213,55,27,16.1,2,10.0,90,7,30.17,0
84,2009,3,25,4,FALSE,0.668463612,55,27,16.1,1,10.0,89,3,30.15,0
84,2009,3,25,7,TRUE,0.425876011,55,27,16.1,1,10.0,86,5,30.16,3621
84,2009,3,25,10,TRUE,0.18328841,55,27,16.1,2,10.0,67,11,30.17,24151
84,2009,3,25,13,TRUE,0.059299191,55,27,16.1,2,10.0,60,20,30.13,27094
84,2009,3,25,16,TRUE,0.301886792,55,27,16.1,3,10.0,62,24,30.1,14349
84,2009,3,25,19,TRUE,0.544474394,55,27,16.1,2,10.0,83,31,30.07,350
84,2009,3,25,22,FALSE,0.787061995,55,27,16.1,2,10.0,86,25,30.1,0
85,2009,3,26,1,FALSE,0.908479139,57,27,15.7,3,10.0,90,17,30.08,0
85,2009,3,26,4,FALSE,0.666218035,57,27,15.7,2,10.0,90,10,30.05,0
85,2009,3,26,7,TRUE,0.423956931,57,27,15.7,1,10.0,86,11,30.05,4074
85,2009,3,26,10,TRUE,0.181695828,57,27,15.7,1,10.0,72,7,30.05,26663
85,2009,3,26,13,TRUE,0.060565276,57,27,15.7,1,10.0,60,17,30.02,31714
85,2009,3,26,16,TRUE,0.30282638,57,27,15.7,2,10.0,70,24,29.98,16656
85,2009,3,26,19,TRUE,0.545087483,57,27,15.7,2,10.0,77,22,29.97,573
85,2009,3,26,22,FALSE,0.787348587,57,27,15.7,0,9.0,83,20,29.99,0
86,2009,3,27,1,FALSE,0.904825737,62,28,9.9,0,9.0,86,11,29.98,0
86,2009,3,27,4,FALSE,0.663538874,62,28,9.9,0,10.0,83,13,29.98,0
86,2009,3,27,7,TRUE,0.422252011,62,28,9.9,1,10.0,83,6,30.01,4440
86,2009,3,27,10,TRUE,0.180965147,62,28,9.9,1,10.0,65,0,30.03,25704
86,2009,3,27,13,TRUE,0.060321716,62,28,9.9,1,10.0,41,14,30.01,31885
86,2009,3,27,16,TRUE,0.301608579,62,28,9.9,1,10.0,52,18,29.98,17252
86,2009,3,27,19,TRUE,0.542895442,62,28,9.9,1,10.0,72,13,29.99,404
86,2009,3,27,22,FALSE,0.784182306,62,28,9.9,0,10.0,80,9,30.0,0
87,2009,3,28,1,FALSE,0.902406417,59,28,12.1,0,10.0,80,3,29.99,0
87,2009,3,28,4,FALSE,0.661764706,59,28,12.1,0,10.0,83,3,29.97,0
87,2009,3,28,7,TRUE,0.421122995,59,28,12.1,0,9.0,83,5,30.0,4023
87,2009,3,28,10,TRUE,0.180481283,59,28,12.1,0,9.0,78,6,30.0,25824
87,2009,3,28,13,TRUE,0.060160428,59,28,12.1,1,10.0,55,11,29.94,32377
87,2009,3,28,16,TRUE,0.300802139,59,28,12.1,3,10.0,67,20,29.91,17421
87,2009,3,28,19,TRUE,0.54144385,59,28,12.1,2,10.0,72,21,29.89,514
87,2009,3,28,22,FALSE,0.782085561,59,28,12.1,2,10.0,83,20,29.94,0
88,2009,3,29,1,FALSE,0.89747004,54,28,19.6,1,10.0,86,21,29.92,0
88,2009,3,29,4,FALSE,0.657789614,54,28,19.6,4,10.0,93,23,29.9,0
88,2009,3,29,7,TRUE,0.418109188,54,28,19.6,1,10.0,77,18,29.94,4374
88,2009,3,29,10,TRUE,0.178428762,54,28,19.6,1,10.0,53,9,29.97,27279
88,2009,3,29,13,TRUE,0.061251664,54,28,19.6,1,10.0,46,22,29.97,33390
88,2009,3,29,16,TRUE,0.300932091,54,28,19.6,0,10.0,51,26,29.94,18105
88,2009,3,29,19,TRUE,0.540612517,54,28,19.6,0,10.0,69,23,29.95,516
88,2009,3,29,22,FALSE,0.780292943,54,28,19.6,0,10.0,42,13,30.01,0
89,2009,3,30,1,FALSE,0.895086321,57,32,15.4,0,10.0,42,28,30.01,0
89,2009,3,30,4,FALSE,0.656042497,57,32,15.4,0,10.0,42,24,30.03,0
89,2009,3,30,7,TRUE,0.416998672,57,32,15.4,1,10.0,40,16,30.08,4463
89,2009,3,30,10,TRUE,0.177954847,57,32,15.4,1,10.0,36,13,30.11,27647
89,2009,3,30,13,TRUE,0.061088977,57,32,15.4,0,10.0,24,3,30.08,33045
89,2009,3,30,16,TRUE,0.300132802,57,32,15.4,1,10.0,51,23,30.05,17848
89,2009,3,30,19,TRUE,0.539176627,57,32,15.4,1,10.0,64,18,30.06,519
89,2009,3,30,22,FALSE,0.778220452,57,32,15.4,0,10.0,71,9,30.1,0
90,2009,3,31,1,FALSE,0.891534392,57,27,12.6,0,10.0,77,6,30.11,0
90,2009,3,31,4,FALSE,0.653439153,57,27,12.6,0,10.0,74,5,30.09,0
90,2009,3,31,7,TRUE,0.415343915,57,27,12.6,1,9.0,86,3,30.11,4386
90,2009,3,31,10,TRUE,0.177248677,57,27,12.6,1,9.0,72,3,30.12,25419
90,2009,3,31,13,TRUE,0.060846561,57,27,12.6,3,10.0,45,16,30.07,31423
90,2009,3,31,16,TRUE,0.298941799,57,27,12.6,2,10.0,52,25,30.02,17640
90,2009,3,31,19,TRUE,0.537037037,57,27,12.6,2,10.0,62,31,29.97,716
90,2009,3,31,22,FALSE,0.775132275,57,27,12.6,2,10.0,83,26,30.0,0
91,2009,4,1,1,FALSE,0.887862797,56,27,19.3,2,10.0,77,26,29.98,0
91,2009,4,1,4,FALSE,0.650395778,56,27,19.3,0,10.0,77,16,29.99,0
91,2009,4,1,7,TRUE,0.41292876,56,27,19.3,2,10.0,77,14,30.01,4488
91,2009,4,1,10,TRUE,0.175461741,56,27,19.3,1,10.0,54,10,30.02,26755
91,2009,4,1,13,TRUE,0.062005277,56,27,19.3,0,10.0,52,25,30.0,32471
91,2009,4,1,16,TRUE,0.299472296,56,27,19.3,0,10.0,60,26,29.95,17465
91,2009,4,1,19,TRUE,0.536939314,56,27,19.3,2,10.0,80,25,29.93,523
91,2009,4,1,22,FALSE,0.774406332,56,27,19.3,2,10.0,86,20,29.97,0
92,2009,4,2,1,FALSE,0.884362681,54,27,25.1,4,10.0,93,28,29.97,0
92,2009,4,2,4,FALSE,0.6478318,54,27,25.1,3,10.0,86,8,29.94,0
92,2009,4,2,7,TRUE,0.41130092,54,27,25.1,2,10.0,89,17,29.96,4764
92,2009,4,2,10,TRUE,0.174770039,54,27,25.1,1,10.0,75,24,29.98,27354
92,2009,4,2,13,TRUE,0.061760841,54,27,25.1,3,10.0,75,32,29.96,33463
92,2009,4,2,16,TRUE,0.298291721,54,27,25.1,2,10.0,64,38,29.89,18575
92,2009,4,2,19,TRUE,0.534822602,54,27,25.1,2,10.0,74,25,29.91,568
92,2009,4,2,22,FALSE,0.771353482,54,27,25.1,2,10.0,80,28,29.94,0
93,2009,4,3,1,FALSE,0.882044561,51,28,18.0,1,10.0,83,22,29.94,0
93,2009,4,3,4,FALSE,0.646133683,51,28,18.0,2,10.0,77,17,29.94,0
93,2009,4,3,7,TRUE,0.410222805,51,28,18.0,1,10.0,71,13,30.0,4944
93,2009,4,3,10,TRUE,0.174311927,51,28,18.0,0,10.0,55,20,30.0,28147
93,2009,4,3,13,TRUE,0.061598952,51,28,18.0,0,10.0,51,26,29.98,34212
93,2009,4,3,16,TRUE,0.29750983,51,28,18.0,1,10.0,51,28,29.94,18643
93,2009,4,3,19,TRUE,0.533420708,51,28,18.0,0,10.0,69,18,29.95,561
93,2009,4,3,22,FALSE,0.769331586,51,28,18.0,0,10.0,71,14,30.0,0
94,2009,4,4,1,FALSE,0.878590078,53,28,6.0,0,10.0,80,6,30.0,0
94,2009,4,4,4,FALSE,0.643603133,53,28,6.0,0,10.0,83,6,30.02,0
94,2009,4,4,7,TRUE,0.408616188,53,28,6.0,0,10.0,77,0,30.04,5397
94,2009,4,4,10,TRUE,0.173629243,53,28,6.0,0,10.0,37,3,30.07,27967
94,2009,4,4,13,TRUE,0.061357702,53,28,6.0,1,10.0,38,0,30.06,33706
94,2009,4,4,16,TRUE,0.296344648,53,28,6.0,2,10.0,32,17,30.02,18351
94,2009,4,4,19,TRUE,0.531331593,53,28,6.0,1,10.0,50,16,30.02,604
94,2009,4,4,22,FALSE,0.766318538,53,28,6.0,0,10.0,50,0,30.05,0
95,2009,4,5,1,FALSE,0.875,59,23,3.5,0,10.0,46,0,30.06,0
95,2009,4,5,4,FALSE,0.640625,59,23,3.5,0,10.0,61,0,30.07,0
95,2009,4,5,7,TRUE,0.40625,59,23,3.5,1,10.0,71,0,30.09,5001
95,2009,4,5,10,TRUE,0.171875,59,23,3.5,0,10.0,58,5,30.1,26917
95,2009,4,5,13,TRUE,0.0625,59,23,3.5,0,10.0,37,5,30.06,32087
95,2009,4,5,16,TRUE,0.296875,59,23,3.5,0,10.0,17,9,30.02,17213
95,2009,4,5,19,TRUE,0.53125,59,23,3.5,0,10.0,17,6,30.02,570
95,2009,4,5,22,FALSE,0.765625,59,23,3.5,0,10.0,39,0,30.04,0
96,2009,4,6,1,FALSE,0.871595331,62,29,6.4,0,10.0,49,0,30.04,0
96,2009,4,6,4,FALSE,0.638132296,62,29,6.4,0,10.0,50,6,30.02,0
96,2009,4,6,7,TRUE,0.404669261,62,29,6.4,0,10.0,59,3,30.03,5180
96,2009,4,6,10,TRUE,0.171206226,62,29,6.4,1,10.0,33,7,30.01,26895
96,2009,4,6,13,TRUE,0.062256809,62,29,6.4,3,10.0,31,3,29.97,29516
96,2009,4,6,16,TRUE,0.295719844,62,29,6.4,3,10.0,36,13,29.94,13463
96,2009,4,6,19,TRUE,0.529182879,62,29,6.4,2,10.0,50,9,29.92,1163
96,2009,4,6,22,FALSE,0.762645914,62,29,6.4,1,10.0,64,10,29.93,0
97,2009,4,7,1,FALSE,0.870466321,56,18,9.9,3,10.0,77,3,29.92,0
97,2009,4,7,4,FALSE,0.637305699,56,18,9.9,3,10.0,64,10,29.88,0
97,2009,4,7,7,TRUE,0.404145078,56,18,9.9,3,10.0,77,6,29.9,680
97,2009,4,7,10,TRUE,0.170984456,56,18,9.9,4,9.0,86,10,29.94,3238
97,2009,4,7,13,TRUE,0.062176166,56,18,9.9,4,10.0,93,3,29.92,11377
97,2009,4,7,16,TRUE,0.295336788,56,18,9.9,3,10.0,60,20,29.92,11529
97,2009,4,7,19,TRUE,0.528497409,56,18,9.9,3,10.0,93,13,29.92,48
97,2009,4,7,22,FALSE,0.761658031,56,18,9.9,4,10.0,80,9,29.95,0
98,2009,4,8,1,FALSE,0.865806452,56,21,9.6,4,10.0,86,10,29.98,0
98,2009,4,8,4,FALSE,0.633548387,56,21,9.6,3,10.0,86,10,29.98,0
98,2009,4,8,7,TRUE,0.401290323,56,21,9.6,3,10.0,83,3,30.02,436
98,2009,4,8,10,TRUE,0.169032258,56,21,9.6,3,10.0,72,11,30.08,8803
98,2009,4,8,13,TRUE,0.063225806,56,21,9.6,4,10.0,67,15,30.09,6347
98,2009,4,8,16,TRUE,0.295483871,56,21,9.6,3,10.0,65,16,30.06,1494
98,2009,4,8,19,TRUE,0.527741935,56,21,9.6,2,10.0,75,15,30.05,644
98,2009,4,8,22,FALSE,0.76,56,21,9.6,2,10.0,75,7,30.07,0
99,2009,4,9,1,FALSE,0.863577864,53,20,8.8,4,10.0,77,8,30.05,0
99,2009,4,9,4,FALSE,0.631917632,53,20,8.8,4,10.0,77,5,30.03,0
99,2009,4,9,7,TRUE,0.4002574,53,20,8.8,4,10.0,74,8,30.02,30
99,2009,4,9,10,TRUE,0.168597169,53,20,8.8,4,10.0,77,7,30.01,7047
99,2009,4,9,13,TRUE,0.063063063,53,20,8.8,4,10.0,64,17,29.97,7156
99,2009,4,9,16,TRUE,0.294723295,53,20,8.8,4,10.0,77,11,29.92,2704
99,2009,4,9,19,TRUE,0.526383526,53,20,8.8,4,10.0,77,9,29.89,229
99,2009,4,9,22,FALSE,0.758043758,53,20,8.8,4,10.0,80,8,29.88,0
100,2009,4,10,1,FALSE,0.86025641,54,27,15.8,4,10.0,83,6,29.86,0
100,2009,4,10,4,FALSE,0.629487179,54,27,15.8,4,10.0,86,8,29.83,0
100,2009,4,10,7,TRUE,0.398717949,54,27,15.8,4,10.0,83,13,29.85,1920
100,2009,4,10,10,TRUE,0.167948718,54,27,15.8,3,10.0,67,10,29.89,14825
100,2009,4,10,13,TRUE,0.062820513,54,27,15.8,1,10.0,58,8,29.88,27081
100,2009,4,10,16,TRUE,0.293589744,54,27,15.8,2,10.0,64,29,29.88,15012
100,2009,4,10,19,TRUE,0.524358974,54,27,15.8,2,10.0,71,25,29.89,690
100,2009,4,10,22,FALSE,0.755128205,54,27,15.8,2,10.0,80,16,29.93,0
101,2009,4,11,1,FALSE,0.858056266,54,27,18.0,1,10.0,83,16,29.95,0
