,Date,Close,Volume,Open,High,Low
1644,2017-07-10,1213.2,233437,1212.1,1215,1204
1643,2017-07-11,1214.7,213121,1213.8,1217.1,1207.4
1642,2017-07-12,1219.1,254172,1216.5,1225.2,1212.5
1641,2017-07-13,1217.3,219900,1219.2,1223.6,1215.6
1640,2017-07-14,1227.5,258301,1216.4,1232.7,1214
1639,2017-07-17,1233.7,166096,1228.7,1235.4,1227.5
1638,2017-07-18,1241.9,245241,1233.3,1244.1,1232.2
1637,2017-07-19,1242,189980,1242,1243.5,1235.1
1636,2017-07-20,1245.5,263291,1240.6,1247.2,1234.6
1635,2017-07-21,1261,51035,1250.8,1262.1,1249.5
1634,2017-07-24,1260.7,61616,1261.4,1265.1,1258.1
1633,2017-07-25,1258.5,61360,1261.9,1264.2,1255.1
1632,2017-07-26,1255.6,92181,1256.2,1269.8,1249.4
1631,2017-07-27,1266.5,154412,1266.8,1271.3,1260.3
1630,2017-07-28,1275.3,241286,1265,1277,1263.2
1629,2017-07-31,1273.4,158464,1276.3,1277.3,1271.7
1628,2017-08-01,1279.4,206396,1275.6,1280.3,1268.4
1627,2017-08-02,1278.4,204629,1275.2,1279,1268.9
1626,2017-08-03,1274.4,198615,1272.6,1277,1262.9
1625,2017-08-04,1264.6,260834,1275.3,1276.5,1259.8
1624,2017-08-07,1264.7,120039,1264.3,1265.6,1261.3
1623,2017-08-08,1262.6,240864,1262.9,1271,1257.1
1622,2017-08-09,1279.3,280929,1266.1,1284.7,1265.9
1621,2017-08-10,1290.1,257651,1283.2,1293.8,1280.3
1620,2017-08-11,1294,259307,1292.5,1298.1,1286.7
1619,2017-08-14,1290.4,233106,1296.4,1296.4,1284.2
1618,2017-08-15,1279.7,278698,1287,1287.7,1272.7
1617,2017-08-16,1282.9,268454,1276.9,1289.5,1273.2
1616,2017-08-17,1292.4,316050,1290,1296,1286.4
1615,2017-08-18,1291.6,379352,1293.8,1306.9,1289.1
1614,2017-08-21,1296.7,254319,1289.1,1299.7,1286.2
1613,2017-08-22,1291,259806,1297.1,1298.1,1287
1612,2017-08-23,1294.7,226744,1290.4,1297,1287.9
1611,2017-08-24,1292,237998,1296,1296.8,1289.3
1610,2017-08-25,1297.9,350288,1291.3,1301.4,1281.3
1609,2017-08-28,1315.3,310489,1297.6,1317.8,1297
1608,2017-08-29,1318.9,444146,1320.5,1331.9,1310.6
1607,2017-08-30,1314.1,301091,1314.8,1319.3,1310.1
1606,2017-08-31,1322.2,359132,1314.1,1329,1302.3
1605,2017-09-01,1330.4,52922,1339.7,1343.5,1330.4
1604,2017-09-05,1344.5,546280,1339.8,1349.7,1331.1
1603,2017-09-06,1339,297521,1345,1347.7,1336.4
1602,2017-09-07,1350.3,354009,1339,1355.5,1337.2
1601,2017-09-08,1351.2,377234,1354,1362.4,1347.1
1600,2017-09-11,1335.7,292049,1341.5,1344.6,1330.6
1599,2017-09-12,1332.7,281134,1331.7,1336.3,1326.7
1598,2017-09-13,1328,298024,1336.2,1340.5,1324.5
1597,2017-09-14,1329.3,327600,1327.6,1334.9,1319.5
1596,2017-09-15,1325.2,313245,1333.7,1338.2,1323
1595,2017-09-18,1310.8,259701,1324,1324,1308.1
1594,2017-09-19,1310.6,268037,1310.5,1315.3,1308.7
1593,2017-09-20,1316.4,343639,1314.7,1319.8,1299.5
1592,2017-09-21,1294.8,388118,1304.8,1305,1291.2
1591,2017-09-22,1297.5,256421,1294.1,1301.9,1294.1
1590,2017-09-25,1311.5,357294,1301.5,1315.8,1291.7
1589,2017-09-26,1301.7,376702,1314.2,1317.1,1295
1588,2017-09-27,1287.8,364084,1297.3,1299.2,1284.1
1587,2017-09-28,1288.7,279916,1285.1,1291.6,1280.4
1586,2017-09-29,1284.8,280671,1290.1,1293.2,1278.2
1585,2017-10-02,1275.8,267375,1282.2,1282.8,1272
1584,2017-10-03,1274.6,202951,1273.1,1277.4,1271
1583,2017-10-04,1276.8,266333,1274.5,1285,1273.1
1582,2017-10-05,1273.2,217774,1277.5,1281.6,1268.5
1581,2017-10-06,1274.9,361565,1270.6,1279.2,1262.8
1580,2017-10-09,1285,195058,1278.6,1288,1277.7
1579,2017-10-10,1293.8,308402,1286.8,1296.7,1284.6
1578,2017-10-11,1288.9,258782,1290.7,1295.9,1286.8
1577,2017-10-12,1296.5,239955,1294.6,1299.8,1291.8
1576,2017-10-13,1304.6,290549,1296,1306.4,1292.9
1575,2017-10-16,1303,265876,1306,1308.4,1292.5
1574,2017-10-17,1286.2,328145,1297.2,1298.4,1283.2
1573,2017-10-18,1283,250218,1286.9,1290.8,1278.6
1572,2017-10-19,1290,345419,1282.8,1292.8,1277.6
1571,2017-10-20,1280.5,308883,1292,1292.9,1279.3
1570,2017-10-23,1280.9,276923,1281.5,1284.7,1273.6
1569,2017-10-24,1278.3,262004,1283.9,1285.3,1274.8
1568,2017-10-25,1279,368454,1278,1281.3,1272
1567,2017-10-26,1269.6,377535,1278.6,1283.8,1266.4
1566,2017-10-27,1271.8,352515,1268,1275.2,1263.8
1565,2017-10-30,1277.7,253987,1274.3,1279.9,1269.8
1564,2017-10-31,1270.5,264613,1277.6,1279.1,1268.3
1563,2017-11-01,1277.3,376514,1271.8,1281.9,1268.5
1562,2017-11-02,1278.1,374063,1275.2,1285.1,1274
1561,2017-11-03,1269.2,361591,1277.5,1281.2,1265.9
1560,2017-11-06,1281.6,340658,1270.7,1283.9,1266.4
1559,2017-11-07,1275.8,327931,1282.6,1282.8,1272.3
1558,2017-11-08,1283.7,346077,1276.4,1288.1,1276.1
1557,2017-11-09,1287.5,20559,1286,1287.7,1285.4
1556,2017-11-10,1274.2,342281,1286,1287.7,1273.6
1555,2017-11-13,1278.9,213187,1275.3,1279.9,1274.4
1554,2017-11-14,1282.9,342150,1278.9,1283.8,1269.7
1553,2017-11-15,1277.7,417251,1280.7,1290,1276.5
1552,2017-11-16,1278.2,268021,1278,1281.8,1274.9
1551,2017-11-17,1296.5,368094,1278.8,1297.5,1278.1
1550,2017-11-20,1275.3,399552,1294.1,1295.1,1274.1
1549,2017-11-21,1281.7,315463,1276.6,1284.5,1275.8
1548,2017-11-22,1296.8,5008,1296.1,1296.4,1293.7
1547,2017-11-24,1291.8,83375,1296.1,1297.6,1289.5
1546,2017-11-27,1298.9,143791,1292,1303.4,1290.7
1545,2017-11-28,1299.2,224246,1298.8,1301.3,1294.5
1544,2017-11-29,1286.2,370799,1298,1300.4,1285.1
1543,2017-11-30,1276.7,331729,1286.9,1288.4,1273.1
1542,2017-12-01,1282.3,421344,1277.9,1292.5,1274.2
1541,2017-12-04,1277.7,250246,1277.6,1280.5,1273.5
1540,2017-12-05,1264.9,311493,1279.1,1279.8,1263.2
1539,2017-12-06,1266.1,239509,1268.3,1271.8,1264.8
1538,2017-12-07,1253.1,305430,1265.2,1266.8,1245.8
1537,2017-12-08,1248.4,270293,1249.5,1254.4,1244.4
1536,2017-12-11,1246.9,185028,1249.2,1253.4,1242.4
1535,2017-12-12,1241.7,216831,1243.9,1247.9,1238.3
1534,2017-12-13,1248.6,296022,1246.3,1259.7,1242.3
1533,2017-12-14,1257.1,252441,1258.1,1261.6,1252.8
1532,2017-12-15,1257.5,230959,1255.5,1264.5,1255.2
1531,2017-12-18,1265.5,202834,1257.8,1267,1255.3
1530,2017-12-19,1264.2,196646,1265.4,1268.6,1262.3
1529,2017-12-20,1269.6,198670,1264.8,1271.4,1264.4
1528,2017-12-21,1270.6,188932,1268.8,1272.5,1266
1527,2017-12-22,1278.8,180314,1270.3,1280.4,1268.4
1526,2017-12-26,1287.5,130981,1279,1288.4,1277.7
1525,2017-12-27,1291.4,193217,1287.8,1293.2,1286
1524,2017-12-28,1297.2,213624,1292,1297.3,1290.5
1523,2017-12-29,1309.3,226714,1297.5,1309.8,1296.1
1522,2018-01-02,1316.1,269072,1305.3,1320.4,1304.6
1521,2018-01-03,1318.5,342866,1319,1323,1308.9
1520,2018-01-04,1321.6,350803,1315.5,1327.3,1307.1
1519,2018-01-05,1322.3,322422,1324.4,1324.7,1314.6
1518,2018-01-08,1320.4,238332,1321.8,1323,1315.7
1517,2018-01-09,1313.7,321636,1321.2,1321.4,1309.5
1516,2018-01-10,1319.3,382605,1313.3,1328.6,1308.9
1515,2018-01-11,1322.5,254541,1317.5,1324.7,1316.1
1514,2018-01-12,1334.9,44651,1337.3,1342.4,1334.9
1513,2018-01-16,1337.1,472155,1340.9,1345,1332.1
1512,2018-01-17,1339.2,358312,1339,1344.5,1326.6
1511,2018-01-18,1327.2,305093,1327.4,1333.3,1324.3
1510,2018-01-19,1333.1,268077,1327,1338.2,1326.6
1509,2018-01-22,1331.9,325008,1334,1335.8,1328
1508,2018-01-23,1336.7,354786,1333,1341.5,1330.7
1507,2018-01-24,1361.4,147749,1346.2,1366.8,1344.1
1506,2018-01-25,1368,140915,1362.7,1370.5,1346.2
1505,2018-01-26,1357.2,139946,1352.7,1361,1348.6
1504,2018-01-29,1345.1,224553,1353.7,1356.3,1340.9
1503,2018-01-30,1340,394887,1344,1352.5,1337.5
1502,2018-01-31,1343.1,365063,1341.8,1351,1335.5
1501,2018-02-01,1347.9,301115,1348.2,1354.3,1340.2
1500,2018-02-02,1337.3,416513,1352.2,1353.3,1330.1
1499,2018-02-05,1336.5,298950,1334.6,1344.8,1331.6
1498,2018-02-06,1329.5,457363,1343.1,1349.3,1322.8
1497,2018-02-07,1314.6,335680,1326.6,1334.8,1313.5
1496,2018-02-08,1319,349123,1320.7,1324.5,1309
1495,2018-02-09,1315.7,306980,1321,1325,1313.2
1494,2018-02-12,1326.4,203283,1317.1,1330,1316.3
1493,2018-02-13,1330.4,192998,1325,1333.5,1323.7
1492,2018-02-14,1358,405262,1331.9,1358.6,1319.1
1491,2018-02-15,1355.3,251537,1353,1359.8,1350.8
1490,2018-02-16,1356.2,21489,1350.2,1356.2,1349.5
1489,2018-02-20,1331.2,357520,1348.9,1354,1330.6
1488,2018-02-21,1332.1,244241,1331.2,1338.5,1324.4
1487,2018-02-22,1332.7,201972,1326.2,1334.4,1322.9
1486,2018-02-23,1330.3,165052,1333.7,1334.2,1327.7
1485,2018-02-26,1332.8,237905,1330.4,1342.9,1328
1484,2018-02-27,1315.5,710,1331.7,1332.6,1312.7
1483,2018-02-28,1317.9,251263,1318.9,1323.7,1316.7
1482,2018-03-01,1305.2,395651,1319.3,1322.3,1303.6
1481,2018-03-02,1323.4,256112,1318,1326.6,1316.2
1480,2018-03-05,1319.9,215468,1324.9,1328.9,1318.3
1479,2018-03-06,1335.2,269691,1321,1339.9,1320.8
1478,2018-03-07,1327.6,297281,1339.5,1342,1323
1477,2018-03-08,1321.7,241811,1326.2,1329.8,1319.6
1476,2018-03-09,1324,336571,1322.7,1325.9,1313.2
1475,2018-03-12,1320.8,214392,1324.1,1325,1315.3
1474,2018-03-13,1327.1,321790,1323.3,1328.8,1313.8
1473,2018-03-14,1325.6,247027,1326.7,1330.5,1321.7
1472,2018-03-15,1317.8,241746,1324.7,1328.1,1314.9
1471,2018-03-16,1312.3,277568,1316.8,1321.8,1309.5
1470,2018-03-19,1317.8,283944,1312.9,1319.6,1307.4
1469,2018-03-20,1311.9,281146,1316.5,1318.1,1306.6
1468,2018-03-21,1321.5,451237,1310.6,1336.9,1309.5
1467,2018-03-22,1333.2,70121,1338,1340.8,1330.3
1466,2018-03-23,1355.7,124800,1335.5,1356.3,1334.7
1465,2018-03-26,1360.9,187073,1350.6,1361.8,1349.2
1464,2018-03-27,1347.9,24159,1351.1,1352.2,1347.9
1463,2018-03-28,1330,358319,1351.1,1352.2,1327.7
1462,2018-03-29,1327.3,235348,1329.3,1332.6,1325.4
1461,2018-04-02,1352.9,4979,1336.3,1355.1,1335.1
1460,2018-04-03,1337.3,276654,1345,1346.6,1332.7
1459,2018-04-04,1340.2,334886,1336.7,1352.5,1335.2
1458,2018-04-05,1328.5,266243,1337.1,1338.7,1326
1457,2018-04-06,1336.1,361181,1329.7,1339.1,1322.6
1456,2018-04-09,1340.1,222038,1338,1341.5,1330.1
1455,2018-04-10,1345.9,278138,1339.8,1346.2,1334.2
1454,2018-04-11,1360,467541,1343.1,1369.4,1342.5
1453,2018-04-12,1341.9,374672,1356.3,1356.7,1336.7
1452,2018-04-13,1347.9,253937,1337.6,1350.3,1335.5
1451,2018-04-16,1350.7,258382,1349.8,1353.5,1342.8
1450,2018-04-17,1349.5,267744,1349.1,1352.2,1340.2
1449,2018-04-18,1353.5,298749,1350.4,1359,1345
1448,2018-04-19,1348.8,325544,1352.4,1357.7,1343.2
1447,2018-04-20,1338.3,269829,1348.5,1348.9,1337
1446,2018-04-23,1324,276592,1336.2,1337.6,1323.8
1445,2018-04-24,1333,267707,1326.1,1334.5,1323.6
1444,2018-04-25,1322.8,256659,1332,1333.8,1320.2
1443,2018-04-26,1317.9,285847,1324.2,1328,1316.2
1442,2018-04-27,1323.4,232724,1318,1326.4,1315.8
1441,2018-04-30,1319.2,287438,1324,1325.9,1310.7
1440,2018-05-01,1306.8,267336,1316,1317.4,1302.3
1439,2018-05-02,1305.6,350840,1304.4,1314.9,1304.3
1438,2018-05-03,1312.7,297240,1305.5,1319,1305.2
1437,2018-05-04,1314.7,299809,1312.8,1316.9,1308.5
1436,2018-05-07,1314.1,230426,1316.3,1320.1,1310.6
1435,2018-05-08,1313.7,398268,1314.1,1318.5,1306.2
1434,2018-05-09,1313,372491,1315.3,1317.8,1304.2
1433,2018-05-10,1322.3,362491,1312.8,1323.4,1310.6
1432,2018-05-11,1320.7,259923,1321.8,1326.3,1317
1431,2018-05-14,1318.2,235892,1318.3,1322.4,1312.8
1430,2018-05-15,1290.3,461831,1313.2,1314.7,1288.2
1429,2018-05-16,1291.5,321197,1290.1,1296.4,1285.7
1428,2018-05-17,1289.4,289678,1290.2,1294,1284
1427,2018-05-18,1291.3,254923,1290,1293.7,1285.1
1426,2018-05-21,1290.9,313755,1290.3,1292.7,1281.2
1425,2018-05-22,1297.4,42154,1298.2,1301.3,1292.8
1424,2018-05-23,1294.8,61616,1295.9,1303.8,1292
1423,2018-05-24,1309.8,99686,1298,1311.8,1297.4
1422,2018-05-25,1309,61195,1305.7,1309,1299.9
1421,2018-05-29,1304.1,348290,1302.2,1311.3,1296.6
1420,2018-05-30,1306.5,320122,1303.1,1308.8,1300
1419,2018-05-31,1304.7,293132,1306,1311.5,1301
1418,2018-06-01,1299.3,308394,1303,1304.8,1293.1
1417,2018-06-04,1297.3,209443,1296.7,1302.3,1293.8
1416,2018-06-05,1302.2,257770,1296.4,1304.8,1293.5
1415,2018-06-06,1301.4,239391,1300.6,1306.1,1297.7
1414,2018-06-07,1303,239302,1300.9,1307.8,1299
1413,2018-06-08,1302.7,211335,1301.3,1304.8,1296
1412,2018-06-11,1303.2,206333,1303.5,1307,1297.8
1411,2018-06-12,1299.4,227402,1304.5,1304.8,1296.3
1410,2018-06-13,1301.3,254837,1299.6,1305.2,1294.5
1409,2018-06-14,1308.3,332112,1303.1,1313,1301
1408,2018-06-15,1278.5,495364,1305.9,1306.7,1277.9
1407,2018-06-18,1280.1,180772,1281.1,1284.9,1279.5
1406,2018-06-19,1278.6,272942,1280.7,1286.8,1272.6
1405,2018-06-20,1274.5,223323,1277.3,1278.6,1269.6
1404,2018-06-21,1270.5,268481,1269.7,1272.3,1262.4
1403,2018-06-22,1270.7,177199,1268.6,1273.1,1268.4
1402,2018-06-25,1268.9,191258,1272.2,1274.4,1265.5
1401,2018-06-26,1259.9,243918,1267.3,1269.4,1256.4
1400,2018-06-27,1256.1,250008,1260.5,1261.9,1252.2
1399,2018-06-28,1251,234981,1253.6,1255.8,1247.2
1398,2018-06-29,1254.5,221077,1249.5,1257.1,1246.9
1397,2018-07-02,1241.7,251533,1253.4,1255.6,1240.6
1396,2018-07-03,1253.5,145678,1253.5,1262.4,1238.8
1395,2018-07-05,1258.8,372468,1257.7,1262.4,1252.2
1394,2018-07-06,1255.8,195750,1258.4,1260.2,1253.7
1393,2018-07-09,1259.6,231724,1255.7,1266.9,1255.7
1392,2018-07-10,1255.4,266748,1258.5,1261,1247.7
1391,2018-07-11,1244.4,293555,1256.7,1257.3,1241.7
1390,2018-07-12,1246.6,216104,1242.3,1248.8,1241.4
1389,2018-07-13,1241.2,248662,1247.7,1248.5,1236.2
1388,2018-07-16,1239.7,178908,1241,1245.8,1238.3
1387,2018-07-17,1227.3,304251,1240.8,1245.1,1225.9
1386,2018-07-18,1227.9,272126,1227,1229.1,1220.9
1385,2018-07-19,1224,414022,1227.3,1229.6,1210.7
1384,2018-07-20,1231.1,342215,1222.9,1232.4,1215.3
1383,2018-07-23,1234.4,75122,1240.7,1244.7,1231.1
1382,2018-07-24,1234.6,64451,1233.4,1238.6,1227
1381,2018-07-25,1241,55539,1233.3,1243.4,1232.5
1380,2018-07-26,1235.3,99096,1240.8,1244.6,1231.3
1379,2018-07-27,1232.7,150903,1231.4,1236.5,1226.3
1378,2018-07-30,1231.5,178604,1231.1,1234.1,1227.8
1377,2018-07-31,1233.6,287649,1230.5,1237.8,1222.6
1376,2018-08-01,1227.6,210076,1232.7,1233.7,1224.4
1375,2018-08-02,1210.6,411,1214.7,1219.3,1205.8
1374,2018-08-03,1223.2,272386,1216,1228.5,1212.5
1373,2018-08-06,1208.6,297,1214.4,1214.4,1206.6
1372,2018-08-07,1218.3,199691,1215.8,1224.3,1215.6
1371,2018-08-08,1221,255706,1218.7,1223.8,1213.6
1370,2018-08-09,1219.9,225166,1222,1225.6,1218.4
1369,2018-08-10,1219,317657,1220,1224.9,1213.1
1368,2018-08-13,1198.9,363069,1218.4,1221.4,1198.6
1367,2018-08-14,1193,92,1193.1,1197.5,1192.8
1366,2018-08-15,1185,364039,1201.5,1202,1180
1365,2018-08-16,1184,353666,1183,1189,1167.1
1364,2018-08-17,1184.2,246695,1180.7,1192,1178.5
1363,2018-08-20,1194.6,199964,1190.4,1197.7,1189.6
1362,2018-08-21,1200,211149,1197.3,1204.3,1194.3
1361,2018-08-22,1203.3,227367,1203,1208.4,1199.2
1360,2018-08-23,1194,226193,1202.8,1203.4,1190.2
1359,2018-08-24,1213.3,286519,1191.6,1215.4,1189.5
1358,2018-08-27,1216,205140,1214.5,1218.8,1209.3
1357,2018-08-28,1207.4,136,1209.7,1217,1202.3
1356,2018-08-29,1211.5,235721,1206.6,1213.7,1206.6
1355,2018-08-30,1205,276369,1212.6,1214,1202.1
1354,2018-08-31,1206.7,117750,1206.3,1209.7,1201.2
1353,2018-09-04,1199.1,402704,1207,1209.7,1195.1
1352,2018-09-05,1201.3,203575,1197.2,1204.2,1196.4
1351,2018-09-06,1204.3,278851,1202.5,1212.7,1200.5
1350,2018-09-07,1200.4,272324,1205.6,1209,1198.7
1349,2018-09-10,1199.8,207244,1200.7,1203.8,1196.2
1348,2018-09-11,1202.2,253326,1200.4,1204.8,1192.7
1347,2018-09-12,1210.9,292275,1203.5,1213.9,1197.6
1346,2018-09-13,1208.2,295658,1212.4,1218,1205
1345,2018-09-14,1201.1,276004,1206.6,1213.8,1197.7
1344,2018-09-17,1205.8,205761,1199.8,1209.7,1197.5
1343,2018-09-18,1202.9,223080,1206.4,1208.2,1200.3
1341,2018-09-20,1211.3,232693,1208.8,1213.2,1205.1
1340,2018-09-21,1201.3,333369,1212.1,1215.8,1196
1339,2018-09-24,1204.4,207122,1204,1208.8,1198.6
1338,2018-09-25,1205.1,192109,1203.1,1207.9,1201.3
1337,2018-09-26,1199.1,330481,1205.5,1206.9,1194.6
1336,2018-09-27,1182.3,4947,1194.6,1197.3,1180.5
1335,2018-09-28,1196.2,300928,1186.8,1198,1184.3
1334,2018-10-01,1191.7,213617,1196.1,1196.5,1188.1
1333,2018-10-02,1207,350240,1192.7,1212.3,1192.2
1332,2018-10-03,1202.9,246832,1207,1212.3,1200.4
1331,2018-10-04,1201.6,280314,1201.4,1210.7,1199.6
1330,2018-10-05,1205.6,250219,1203.7,1209.8,1200.9
1329,2018-10-08,1184.4,250,1201,1201,1183.7
1328,2018-10-09,1191.5,236941,1192.2,1195.8,1186.6
1327,2018-10-10,1193.4,243118,1192.7,1198.6,1188.5
1326,2018-10-11,1227.6,503085,1197.9,1230,1194.7
1325,2018-10-12,1222,309392,1227.7,1228.1,1219.3
1324,2018-10-15,1226.4,136,1222.4,1232.3,1222.4
1323,2018-10-16,1231,233393,1230.5,1235.9,1226.3
1322,2018-10-17,1227.4,228207,1228,1232.9,1223.7
1321,2018-10-18,1230.1,239133,1225.5,1233.6,1221.7
1320,2018-10-19,1228.7,188648,1228.6,1234.1,1226.2
1319,2018-10-22,1224.6,180132,1230.5,1232.6,1222.8
1318,2018-10-23,1236.8,276325,1225.1,1243,1224.5
1317,2018-10-24,1231.1,204289,1233.8,1238,1228.3
1316,2018-10-25,1232.4,252780,1236.6,1242,1230.5
1315,2018-10-26,1235.8,304896,1234.7,1246,1232.5
1314,2018-10-29,1227.6,225204,1236.4,1237.6,1226.1
1313,2018-10-30,1225.3,218624,1231.9,1232.5,1221.4
1312,2018-10-31,1215,231855,1224.7,1225,1213.4
1311,2018-11-01,1238.6,293251,1216.6,1239.3,1216.1
1310,2018-11-02,1233.3,249587,1235.3,1238.4,1231.3
1309,2018-11-05,1232.3,157253,1234.5,1236.8,1228.4
1308,2018-11-06,1226.3,188660,1233.4,1237.8,1224.9
1307,2018-11-07,1228.7,252072,1228.9,1238.4,1224.2
1306,2018-11-08,1225.1,229614,1227.7,1228.5,1220.8
1305,2018-11-09,1208.6,306462,1224.3,1224.6,1207.2
1304,2018-11-12,1201.3,1,1201.6,1201.6,1201.6
1303,2018-11-13,1199.2,5,1196.3,1201.3,1196.3
1302,2018-11-14,1210.1,268788,1202.8,1217.2,1198.1
1301,2018-11-15,1215,234966,1211.8,1217,1207.1
1300,2018-11-16,1223,237367,1214.4,1226,1213.7
1299,2018-11-19,1225.3,189907,1222.6,1226.5,1218.5
1298,2018-11-20,1221.2,245888,1224.6,1229.5,1220.3
1296,2018-11-23,1223.2,234908,1227.8,1229.7,1220.3
1295,2018-11-26,1228.7,141646,1230.4,1234.5,1228
1294,2018-11-27,1219.9,132694,1228.5,1231.7,1217.8
1293,2018-11-28,1229.8,199518,1220.9,1233.8,1216.8
1292,2018-11-29,1230.4,229628,1227.1,1234.9,1226.7
1291,2018-11-30,1226,158763,1229.9,1231.1,1221.8
1290,2018-12-03,1239.6,233816,1227.8,1240.4,1226.6
1289,2018-12-04,1246.6,214514,1236.3,1247.5,1235.8
1288,2018-12-05,1242.6,104283,1244.6,1244.8,1238.7
1287,2018-12-06,1243.6,238860,1243,1249.9,1240
1286,2018-12-07,1252.6,215414,1243.1,1255.8,1242.6
1285,2018-12-10,1249.4,190957,1255.6,1256.6,1246.9
1284,2018-12-11,1247.2,176025,1249.8,1255.1,1245.8
1283,2018-12-12,1250,144462,1248.3,1252.6,1247.1
1282,2018-12-13,1247.4,148496,1250.7,1251.7,1244.4
1281,2018-12-14,1241.4,183625,1246.2,1247.3,1236.5
1280,2018-12-17,1251.8,156508,1242.8,1252.2,1239.4
1279,2018-12-18,1253.6,164361,1249.7,1254.5,1249
1278,2018-12-19,1256.4,261331,1253.5,1262.2,1245.3
1277,2018-12-20,1267.9,303814,1247,1270.3,1246.2
1276,2018-12-21,1258.1,200024,1263.5,1266.2,1257.1
1275,2018-12-24,1271.8,130455,1260.7,1273.9,1260
1274,2018-12-26,1273,198175,1273.5,1282.3,1267.4
1273,2018-12-27,1281.1,200717,1270.1,1281.6,1269.1
1272,2018-12-28,1283,155354,1278,1284.7,1276.5
1271,2018-12-31,1281.3,108913,1283,1286.5,1279.7
1270,2019-01-02,1284.1,222578,1285,1291,1280.6
1269,2019-01-03,1294.8,229532,1288.5,1296.9,1286.4
1268,2019-01-04,1285.8,299076,1296.5,1300.4,1278.1
1267,2019-01-07,1289.9,197176,1287,1297,1284.1
1266,2019-01-08,1285.9,206439,1289.9,1291.4,1280.2
1265,2019-01-09,1292,232491,1286.1,1295,1280.9
1264,2019-01-10,1287.4,227942,1294.7,1298,1286.7
1263,2019-01-11,1289.5,200393,1287.6,1295.7,1287
1262,2019-01-14,1289.1,7,1292.4,1293.9,1289.9
1261,2019-01-15,1288.4,229624,1292.4,1294.8,1286.5
1260,2019-01-16,1293.8,173284,1289.6,1295.4,1287.6
1259,2019-01-17,1292.3,188241,1293.9,1295,1288.3
1258,2019-01-18,1282.6,100826,1280.7,1283,1276
1257,2019-01-22,1283.4,307704,1279.1,1285,1276
1256,2019-01-23,1290.2,60819,1290.8,1292.1,1284
1255,2019-01-24,1285.9,68784,1288.3,1290,1281.5
1254,2019-01-25,1304.2,87878,1286,1309.3,1284.8
1253,2019-01-28,1309.3,122869,1308.5,1309.8,1302.7
1252,2019-01-29,1315.2,171769,1308.5,1317.1,1307.8
1251,2019-01-30,1315.5,262539,1317,1328.6,1313.5
1250,2019-01-31,1325.2,215552,1325.4,1331.1,1322.2
1249,2019-02-01,1322.1,192924,1326,1328.2,1320.6
1248,2019-02-04,1319.3,147699,1322.6,1323.6,1312.7
1247,2019-02-05,1319.2,122758,1316.8,1321,1314.8
1246,2019-02-06,1314.4,133244,1319.4,1319.9,1309.6
1245,2019-02-07,1314.2,159728,1310.9,1315.8,1306.4
1244,2019-02-08,1318.5,131864,1314.3,1319.5,1311.5
1243,2019-02-11,1307,119,1313.4,1313.4,1304.7
1242,2019-02-12,1314,144119,1311.6,1318.3,1310
1241,2019-02-13,1310.8,143,1311.6,1316,1308.1
1240,2019-02-14,1313.9,219485,1309.6,1317.4,1304.7
1239,2019-02-15,1322.1,91941,1325,1330.8,1323.8
1238,2019-02-19,1344.8,334325,1329.2,1345,1323.8
1237,2019-02-20,1347.9,235291,1343.9,1349.8,1339.8
1236,2019-02-21,1327.8,277389,1341.7,1344.3,1323.3
1235,2019-02-22,1332.8,236737,1325.8,1335.6,1323.8
1234,2019-02-25,1329.5,176322,1331.9,1334.9,1327.3
1233,2019-02-26,1328.5,179292,1329.9,1332.4,1325.5
1232,2019-02-27,1317.7,604,1327.7,1327.9,1316.5
1231,2019-02-28,1316.1,238804,1321.7,1328.9,1314
1230,2019-03-01,1299.2,328780,1315.5,1316.5,1291.3
1229,2019-03-04,1287.5,253631,1294.4,1298.1,1283.8
1228,2019-03-05,1284.7,207640,1287.8,1290.6,1282
1227,2019-03-06,1287.6,187195,1288.8,1291.8,1284.3
1226,2019-03-07,1286.1,246103,1287.3,1289.6,1280.8
1225,2019-03-08,1299.3,270805,1286.7,1301.3,1285.6
1224,2019-03-11,1291.1,187305,1298.2,1299.2,1290.6
1223,2019-03-12,1296.3,1,1294.7,1294.7,1294.7
1222,2019-03-13,1309.3,204246,1301.8,1311.6,1300.6
1221,2019-03-14,1293.4,1,1293.4,1293.4,1293.4
1220,2019-03-15,1302.9,224685,1295.6,1306.3,1293.7
1219,2019-03-18,1301.5,172561,1302,1306.7,1298
1218,2019-03-19,1306.5,203029,1303.7,1310.8,1302.1
1217,2019-03-20,1300.5,2,1300.7,1300.7,1300.7
1216,2019-03-21,1313.6,59829,1318.6,1326.3,1309.1
1215,2019-03-22,1318.7,78716,1315.4,1320.9,1312.8
1214,2019-03-25,1329,83949,1319.7,1330.8,1317
1213,2019-03-26,1321.4,119776,1328.3,1329.3,1318.5
1212,2019-03-27,1316.9,197067,1321.7,1325.2,1313.7
1211,2019-03-28,1295.3,407079,1315,1317.6,1293.3
1210,2019-03-29,1298.5,260381,1295,1304.6,1291.3
1209,2019-04-01,1294.2,229896,1297.2,1301.7,1291
1208,2019-04-02,1295.4,190667,1292.2,1297.1,1289.5
1207,2019-04-03,1295.3,186420,1296.9,1299,1292.7
1206,2019-04-04,1294.3,250306,1294.4,1298.7,1284.9
