id,carat,cut,color,clarity,depth,table,x,y,z,price
16948,0.4,Premium,F,SI1,62.6,59.0,4.68,4.74,2.95,737
16949,0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
16950,1.67,Premium,H,SI2,62.6,60.0,7.57,7.52,4.72,8118
16951,2.01,Very Good,H,I1,61.7,63.0,7.94,7.91,4.89,8104
16952,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2836
16953,0.51,Ideal,H,VVS1,61.4,55.0,5.13,5.16,3.16,1776
16954,0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,703
16955,0.36,Premium,D,SI2,60.0,58.0,4.58,4.62,2.76,537
16956,1.03,Good,G,SI2,63.7,60.0,6.35,6.28,4.02,4001
16957,0.3,Ideal,G,VS1,62.0,56.0,4.29,4.32,2.67,624
16958,0.4,Good,G,VS2,63.5,56.0,4.68,4.7,2.98,807
16959,0.31,Ideal,H,VVS2,62.2,55.0,4.36,4.35,2.71,802
16960,0.7,Fair,H,SI1,64.7,58.0,5.59,5.54,3.6,2051
16961,0.9,Ideal,F,I1,61.8,57.0,6.2,6.13,3.81,2634
16962,0.76,Very Good,H,VS2,58.7,61.0,5.96,5.99,3.51,2599
16963,0.34,Ideal,I,VS1,62.6,56.0,4.44,4.47,2.79,537
16964,1.5,Premium,D,VS2,61.8,60.0,7.37,7.3,4.53,15240
16965,0.43,Ideal,F,VVS2,61.9,56.0,4.87,4.82,3.0,1250
16966,0.34,Very Good,G,VVS2,60.4,57.0,4.53,4.56,2.74,713
16967,0.3,Ideal,H,SI1,62.9,57.0,4.31,4.28,2.7,540
16968,0.95,Premium,F,SI1,62.3,60.0,6.3,6.26,3.91,4682
16969,0.3,Good,I,SI1,64.1,57.0,4.25,4.3,2.74,391
16970,0.94,Premium,E,SI1,62.0,58.0,6.27,6.24,3.88,4580
16971,0.51,Ideal,F,SI1,62.9,56.0,5.1,5.05,3.19,1406
16972,0.68,Premium,G,VS2,61.7,57.0,5.67,5.65,3.49,2040
16973,1.2,Very Good,H,SI2,61.9,57.0,6.78,6.85,4.22,5016
16974,1.5,Premium,I,SI2,62.7,57.0,7.35,7.28,4.59,7526
16975,0.29,Ideal,G,VVS2,61.9,56.0,4.24,4.25,2.62,607
16976,0.51,Very Good,H,VS2,63.5,60.0,5.04,5.01,3.19,1268
16977,0.34,Ideal,E,SI1,61.4,54.0,4.53,4.5,2.77,765
16978,0.7,Very Good,F,VVS2,62.6,59.0,5.6,5.64,3.52,2940
16979,2.12,Ideal,F,SI2,62.3,57.0,8.19,8.22,5.11,17730
16980,0.34,Ideal,E,SI2,61.3,55.0,4.49,4.52,2.76,454
16981,0.51,Premium,G,VS2,61.3,59.0,5.11,5.17,3.15,1343
16982,1.01,Very Good,E,SI1,63.4,58.0,6.32,6.37,4.02,5684
16983,0.32,Ideal,D,SI1,61.5,56.0,4.39,4.42,2.71,589
16984,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,8662
16985,0.38,Ideal,F,VS2,62.8,57.0,4.62,4.58,2.89,1026
16986,1.01,Premium,E,SI1,62.8,60.0,6.39,6.38,4.01,5226
16987,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,5127
16988,1.01,Good,F,VS2,63.1,59.0,6.31,6.37,4.0,5817
16989,2.01,Premium,F,SI1,59.5,58.0,8.21,8.18,4.88,14502
16990,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,6220
16991,0.42,Ideal,G,VVS2,60.7,55.0,4.89,4.86,2.96,1103
16992,1.13,Premium,H,SI1,62.0,58.0,6.67,6.63,4.12,5050
16993,2.07,Premium,H,SI1,62.0,58.0,8.17,8.09,5.04,13786
16994,1.51,Very Good,E,SI1,63.5,57.0,7.28,7.23,4.61,10891
16995,0.5,Good,F,VS1,58.0,61.0,5.18,5.23,3.02,1415
16996,0.32,Ideal,H,IF,62.2,54.0,4.37,4.41,2.73,814
16997,1.01,Ideal,F,VS2,61.9,55.0,6.47,6.45,4.0,6787
16998,0.24,Very Good,E,VVS1,62.2,59.0,3.99,4.02,2.49,552
16999,0.41,Premium,E,SI1,61.0,61.0,4.77,4.74,2.9,930
17000,0.7,Ideal,F,VS2,62.7,55.0,5.66,5.69,3.56,3011
17001,2.07,Premium,J,SI1,61.7,60.0,8.23,8.15,5.05,13731
17002,2.04,Ideal,J,IF,61.5,58.0,8.11,8.14,5.0,17327
17003,0.31,Good,E,SI1,63.5,57.0,4.28,4.32,2.73,544
17004,1.35,Very Good,G,VS1,63.4,56.0,7.09,7.01,4.47,8256
17005,0.3,Ideal,H,VVS2,62.3,54.4,4.28,4.32,2.68,610
17006,0.7,Good,I,VVS2,63.3,55.0,5.61,5.67,3.57,2394
17007,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,3456
17008,0.46,Ideal,D,VS2,61.8,56.0,4.93,4.97,3.06,1291
17009,2.04,Ideal,J,SI1,61.7,57.0,8.11,8.17,5.02,14130
17010,0.9,Ideal,H,SI1,61.6,56.0,6.17,6.23,3.82,4740
17011,0.9,Fair,D,SI1,60.4,61.0,6.24,6.22,3.76,3812
17012,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1308
17013,0.34,Very Good,F,SI1,59.4,62.0,4.54,4.59,2.71,566
17014,0.34,Premium,H,VS2,60.2,60.0,4.56,4.51,2.73,689
17015,1.6,Good,H,VS1,59.9,61.0,7.59,7.56,4.54,12546
17016,0.82,Ideal,F,VS2,61.9,57.0,5.96,5.99,3.7,3514
17017,1.03,Ideal,F,SI2,61.6,55.0,6.49,6.46,3.99,4769
17018,0.71,Ideal,I,SI1,62.6,54.0,5.68,5.73,3.57,2111
17019,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2297
17020,1.53,Ideal,I,VS2,62.1,55.0,7.43,7.35,4.59,9116
17021,0.41,Premium,D,SI2,61.2,59.0,4.77,4.8,2.93,683
17022,0.72,Ideal,E,VVS1,61.4,57.0,5.74,5.79,3.54,4864
17023,1.0,Good,G,VS1,63.9,55.0,6.28,6.34,4.03,5920
17024,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,858
17025,0.34,Ideal,G,VS2,61.6,56.0,4.48,4.51,2.77,573
17026,0.81,Ideal,G,VVS2,61.7,55.1,5.97,6.04,3.71,4127
17027,0.37,Very Good,G,VS1,59.2,61.0,4.63,4.7,2.76,746
17028,1.31,Premium,I,SI1,62.0,58.0,7.01,6.98,4.34,5282
17029,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4672
17030,0.72,Ideal,F,VS1,61.5,56.0,5.77,5.8,3.56,3759
17031,1.55,Ideal,H,SI2,62.1,57.0,7.39,7.43,4.6,8678
17032,1.86,Good,G,SI2,63.8,55.0,7.79,7.73,4.95,9791
17033,1.06,Very Good,F,SI1,58.8,57.0,6.67,6.76,3.95,5491
17034,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,5407
17035,0.23,Ideal,F,VS2,61.9,55.0,3.94,3.97,2.45,498
17036,2.39,Premium,H,SI1,60.6,58.0,8.65,8.58,5.22,16687
17037,2.01,Premium,I,SI1,61.5,60.0,8.12,8.01,4.96,16499
17038,2.01,Ideal,I,SI2,62.9,56.0,8.06,8.03,5.06,13574
17039,0.5,Good,E,VS1,61.1,58.2,5.08,5.12,3.11,1932
17040,0.91,Ideal,H,VS2,62.6,57.0,6.2,6.23,3.89,4033
17041,0.57,Ideal,E,VS2,60.4,57.0,5.4,5.35,3.25,1949
17042,1.18,Ideal,G,VVS2,61.3,55.0,6.86,6.81,4.19,10308
17043,0.4,Ideal,J,VVS2,61.8,55.0,4.76,4.79,2.95,662
17044,0.54,Ideal,G,SI1,62.0,54.0,5.25,5.27,3.26,1368
17045,1.01,Ideal,E,VVS2,61.7,57.0,6.42,6.44,3.97,11400
17046,1.0,Good,D,SI2,63.3,56.0,6.35,6.38,4.03,4620
17047,0.9,Very Good,F,VS2,61.8,57.0,6.16,6.23,3.83,5218
17048,0.71,Ideal,G,VS1,62.4,57.0,5.68,5.73,3.56,2950
17049,1.0,Premium,H,SI1,62.2,51.0,6.47,6.4,4.0,3511
17050,0.71,Ideal,G,VS1,61.7,57.0,5.7,5.75,3.53,3431
17051,0.82,Very Good,G,SI2,62.5,56.0,5.99,6.04,3.76,2893
17052,1.08,Ideal,I,SI1,62.6,53.9,6.51,6.56,4.09,5049
17053,0.3,Ideal,I,SI1,61.2,58.0,4.28,4.31,2.63,422
17054,0.32,Ideal,I,VVS1,61.9,55.0,4.39,4.4,2.72,589
17055,0.41,Very Good,E,SI1,59.3,59.0,4.86,4.89,2.89,753
17056,0.3,Premium,F,SI2,62.3,58.0,4.32,4.28,2.68,506
17057,0.41,Premium,E,VVS1,62.2,58.0,4.77,4.75,2.96,1431
17058,0.7,Premium,D,SI2,62.8,61.0,5.61,5.57,3.51,2348
17059,1.52,Premium,J,VS1,62.2,59.0,7.32,7.38,4.57,8426
17060,1.5,Ideal,H,VS2,62.3,56.0,7.34,7.29,4.56,10920
17061,1.13,Ideal,G,VS2,62.7,56.0,6.65,6.61,4.16,7016
17062,1.2,Very Good,H,SI1,62.8,58.0,6.73,6.8,4.25,5567
17063,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3271
17064,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,794
17065,0.61,Ideal,E,VS1,62.2,54.0,5.43,5.45,3.38,2485
17066,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,612
17067,1.03,Ideal,H,SI1,59.7,55.0,6.6,6.64,3.95,4585
17068,0.4,Good,I,VS2,64.1,57.0,4.65,4.61,2.97,695
17069,2.03,Ideal,I,SI2,60.8,59.0,8.12,8.2,4.96,13398
17070,0.3,Ideal,G,VVS2,61.5,55.0,4.3,4.32,2.65,684
17071,0.32,Premium,G,SI1,62.0,55.0,4.43,4.41,2.74,612
17072,0.43,Premium,E,SI1,60.2,60.0,4.94,4.89,2.96,1016
17073,0.5,Fair,D,VVS2,67.6,57.0,4.95,4.84,3.31,1980
17074,0.3,Ideal,F,SI1,62.3,54.0,4.27,4.3,2.67,500
17075,0.38,Very Good,J,IF,60.9,61.0,4.66,4.73,2.86,827
17076,2.09,Very Good,H,SI2,60.1,63.0,8.21,8.16,4.92,12295
17077,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,11166
17078,0.93,Premium,H,VS2,61.0,60.0,6.29,6.26,3.82,4050
17079,1.01,Good,E,SI1,64.0,60.0,6.38,6.28,4.05,5823
17080,1.01,Ideal,G,SI1,61.8,55.0,6.46,6.43,3.98,5141
17081,0.71,Very Good,G,VS2,62.1,58.0,5.69,5.77,3.56,2649
17082,0.54,Very Good,F,SI2,61.2,57.4,5.23,5.25,3.21,1311
17083,0.74,Very Good,J,VS1,62.7,58.0,5.75,5.8,3.62,2170
17084,0.7,Very Good,I,SI1,62.7,56.0,5.64,5.68,3.55,1918
17085,1.01,Premium,H,VS2,61.0,61.0,6.47,6.39,3.92,5190
17086,1.0,Very Good,F,SI2,61.3,61.0,6.36,6.39,3.91,4372
17087,0.32,Good,D,I1,64.0,54.0,4.36,4.33,2.78,468
17088,0.34,Fair,F,VS2,64.7,55.0,4.52,4.41,2.89,816
17089,0.7,Very Good,F,SI2,61.2,57.0,5.67,5.74,3.49,2100
17090,1.56,Very Good,I,VS1,58.2,59.0,7.65,7.7,4.47,10523
17091,0.9,Good,F,SI1,64.2,56.0,6.02,6.1,3.89,4232
17092,1.1,Good,I,SI1,63.1,61.0,6.49,6.56,4.12,4133
17093,1.19,Very Good,H,SI2,63.4,58.0,6.79,6.76,4.29,4558
17094,0.53,Very Good,G,SI2,62.5,55.0,5.14,5.19,3.23,1000
17095,0.31,Very Good,F,VS2,60.7,61.0,4.36,4.4,2.66,583
17096,0.76,Ideal,G,SI2,62.1,54.0,5.88,5.84,3.64,2143
17097,0.35,Ideal,F,VS2,61.4,54.0,4.54,4.58,2.8,706
17098,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770
17099,1.03,Ideal,F,I1,61.1,55.0,6.54,6.51,3.99,3507
17100,1.05,Ideal,D,SI2,62.1,58.0,6.49,6.52,4.04,5702
17101,1.21,Very Good,H,SI2,61.1,60.0,6.86,6.91,4.21,4991
17102,0.32,Ideal,E,VVS2,60.8,57.0,4.46,4.42,2.7,1080
17103,1.23,Good,J,SI2,63.2,57.5,6.74,6.82,4.29,4992
17104,0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,886
17105,1.1,Ideal,E,SI2,61.6,56.0,6.63,6.66,4.09,5263
17106,0.5,Fair,D,VS2,66.9,57.0,4.95,4.83,3.27,1431
17107,0.41,Premium,E,SI1,59.3,61.0,4.84,4.8,2.86,904
17108,0.41,Premium,H,VVS1,60.4,58.0,4.85,4.79,2.91,1115
17109,0.41,Good,E,VS1,62.8,58.0,4.67,4.7,2.94,827
17110,0.77,Good,D,SI2,64.9,53.0,5.84,5.75,3.76,2523
17111,0.63,Ideal,E,VVS1,61.1,58.0,5.49,5.54,3.37,3181
17112,1.28,Premium,I,VS1,61.1,61.0,7.01,6.96,4.27,6583
17113,0.5,Ideal,G,VS2,62.0,57.0,5.08,5.11,3.16,1449
17114,1.3,Ideal,G,VS2,62.3,55.0,7.0,6.93,4.34,9540
17115,2.0,Premium,J,SI2,60.9,54.0,8.17,8.12,4.96,11106
17116,0.42,Ideal,G,VS2,62.4,54.0,4.83,4.78,3.0,1087
17117,0.32,Ideal,F,VS1,61.3,56.0,4.4,4.44,2.71,702
17118,0.95,Premium,G,SI1,58.0,62.0,6.47,6.42,3.74,4426
17119,0.56,Ideal,D,VS2,61.4,57.0,5.36,5.32,3.28,2066
17120,0.43,Ideal,D,VS2,60.7,57.0,4.91,4.88,2.97,1129
17121,0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66,555
17122,1.51,Premium,J,VS1,62.1,58.0,7.36,7.4,4.58,8371
17123,1.03,Premium,E,SI2,61.0,60.0,6.46,6.53,3.96,4441
17124,0.33,Premium,E,SI1,60.6,60.0,4.44,4.41,2.68,743
17125,1.0,Ideal,H,SI1,62.6,57.0,6.4,6.37,4.0,4469
17126,1.2,Ideal,H,SI2,61.1,57.0,6.9,6.81,4.19,4368
17127,1.0,Fair,E,SI2,65.8,58.0,6.28,6.16,4.09,2948
17128,0.82,Very Good,D,SI1,63.1,58.0,5.97,5.95,3.76,2954
17129,0.31,Ideal,G,VS1,61.0,56.0,4.35,4.4,2.67,642
17130,1.01,Fair,E,SI1,56.8,61.0,6.59,6.62,3.75,5185
17131,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4987
17132,1.54,Very Good,H,SI2,62.3,56.0,7.33,7.38,4.58,8301
17133,0.43,Very Good,I,VVS2,62.8,58.0,4.8,4.82,3.02,850
17134,1.09,Premium,I,SI1,61.7,59.0,6.59,6.53,4.05,4273
17135,0.4,Ideal,D,VS1,61.3,54.0,4.76,4.8,2.93,1053
17136,1.03,Premium,G,VS2,62.3,59.0,6.42,6.38,3.99,6327
17137,2.02,Premium,D,SI2,61.1,57.0,8.12,8.05,4.94,12108
17138,0.29,Very Good,F,VVS1,62.1,55.0,4.26,4.28,2.65,731
17139,1.24,Ideal,D,SI1,61.9,56.0,6.9,6.87,4.26,6805
17140,0.66,Very Good,F,SI2,61.6,54.0,5.62,5.64,3.47,1311
17141,0.55,Premium,E,SI1,62.4,57.6,5.23,5.28,3.27,1630
17142,0.5,Very Good,E,VS2,62.4,57.0,5.01,5.03,3.13,1568
17143,1.2,Very Good,I,SI1,63.1,59.0,6.7,6.67,4.22,5040
17144,0.25,Very Good,E,VVS2,63.2,59.0,3.98,4.0,2.52,548
17145,0.5,Premium,G,VS1,59.4,60.0,5.17,5.13,3.06,1746
17146,0.7,Ideal,F,SI1,62.3,56.0,5.68,5.72,3.55,2515
17147,0.32,Ideal,D,VS2,61.6,56.0,4.37,4.4,2.7,758
17148,1.24,Ideal,I,SI1,62.4,57.0,6.89,6.87,4.29,5976
17149,0.4,Very Good,I,VVS1,63.5,57.0,4.68,4.65,2.96,1080
17150,0.32,Ideal,H,VS2,63.0,57.0,4.38,4.35,2.75,648
17151,1.52,Premium,H,SI1,61.0,58.0,7.39,7.44,4.52,9527
17152,0.31,Good,G,VS1,63.8,57.0,4.29,4.33,2.75,625
17153,0.3,Ideal,E,VVS1,61.4,56.0,4.37,4.33,2.67,956
17154,0.34,Premium,I,VVS1,60.5,59.0,4.48,4.54,2.73,626
17155,1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,12896
17156,0.52,Very Good,E,VS2,63.4,57.0,5.16,5.12,3.26,1694
17157,1.04,Good,J,VS2,58.2,64.0,6.64,6.53,3.85,3285
17158,0.32,Good,F,VS2,63.6,57.0,4.37,4.34,2.77,828
17159,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,936
17160,0.3,Ideal,D,SI1,61.0,56.0,4.3,4.33,2.63,552
17161,0.44,Ideal,H,SI1,61.9,57.0,4.92,4.9,3.04,941
17162,0.84,Premium,F,SI2,62.3,59.0,6.06,6.01,3.76,2863
17163,0.33,Ideal,F,VVS1,61.4,57.0,4.49,4.47,2.75,932
17164,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6328
17165,0.75,Very Good,E,SI1,62.9,57.0,5.79,5.84,3.66,2753
17166,1.13,Premium,J,SI2,62.4,59.0,6.68,6.62,4.15,3987
17167,1.02,Very Good,H,SI2,63.5,60.0,6.33,6.24,3.99,3998
17168,0.71,Very Good,H,VVS2,63.0,58.0,5.64,5.72,3.58,2709
17169,0.56,Premium,E,VS1,62.6,58.0,5.23,5.28,3.29,1930
17170,0.34,Ideal,G,IF,61.7,55.0,4.5,4.48,2.77,1084
17171,0.5,Very Good,E,SI1,59.4,60.0,5.14,5.16,3.06,1293
17172,0.32,Ideal,D,VS2,62.7,54.0,4.38,4.36,2.74,972
17173,1.5,Good,D,SI2,62.4,61.0,7.23,7.36,4.55,8517
17174,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,17949
17175,0.23,Very Good,D,VS1,59.0,61.0,4.04,4.06,2.39,373
17176,0.58,Ideal,F,SI1,62.2,57.0,5.37,5.33,3.33,1705
17177,1.61,Ideal,E,SI2,63.0,60.0,7.45,7.42,4.68,11090
17178,1.26,Premium,I,VS2,61.0,59.0,6.97,6.91,4.23,5983
17179,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3123
17180,1.41,Good,H,VS2,63.8,60.0,7.04,7.12,4.52,9088
17181,0.31,Good,G,VS1,63.1,59.0,4.27,4.29,2.7,625
17182,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,13598
17183,0.32,Ideal,F,SI2,61.7,56.0,4.41,4.44,2.73,561
17184,1.01,Very Good,J,SI2,63.5,59.0,6.3,6.36,4.02,3462
17185,0.9,Good,F,SI1,62.4,55.0,6.17,6.21,3.86,3898
17186,0.7,Very Good,F,SI2,62.8,56.0,5.64,5.69,3.56,2092
17187,0.7,Premium,F,VS1,60.8,62.0,5.71,5.67,3.46,2874
17188,1.56,Very Good,H,VS1,63.9,57.0,7.3,7.37,4.69,11804
17189,0.38,Premium,H,VVS1,61.2,60.0,4.68,4.7,2.87,967
17190,1.01,Good,F,VVS1,63.2,56.0,6.33,6.39,4.02,9012
17191,0.33,Good,I,VVS2,63.7,56.0,4.36,4.4,2.79,579
17192,0.24,Very Good,E,VS2,62.1,59.0,3.98,4.01,2.48,419
17193,1.17,Ideal,G,VS2,62.0,56.0,6.74,6.71,4.17,7548
17194,1.0,Very Good,G,SI1,59.3,63.0,6.44,6.48,3.83,4741
17195,0.94,Ideal,D,SI2,62.2,56.0,6.24,6.27,3.89,5155
17196,0.53,Premium,D,VS2,62.4,59.0,5.18,5.14,3.22,1877
17197,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1565
17198,0.31,Very Good,G,SI1,61.9,56.0,4.34,4.38,2.7,462
17199,0.35,Premium,G,IF,60.6,60.0,4.57,4.54,2.76,1116
17200,0.41,Ideal,E,VS1,61.8,57.0,4.76,4.79,2.95,1079
17201,0.73,Ideal,G,SI2,61.8,56.0,5.76,5.83,3.58,2585
17202,1.09,Very Good,F,SI2,58.5,59.0,6.75,6.8,3.96,4113
17203,0.33,Very Good,D,SI2,60.7,56.0,4.43,4.46,2.7,492
17204,2.01,Premium,J,VS1,60.2,61.0,8.23,8.16,4.93,12963
17205,0.36,Premium,I,SI1,60.4,60.0,4.62,4.58,2.78,624
17206,1.2,Very Good,J,VS1,63.6,59.0,6.67,6.72,4.26,5257
17207,0.32,Premium,G,SI1,61.6,58.0,4.36,4.4,2.7,477
17208,0.7,Very Good,F,SI1,63.2,57.0,5.68,5.62,3.57,2423
17209,0.76,Ideal,E,SI1,61.8,57.0,5.84,5.87,3.62,3170
17210,1.01,Very Good,F,SI2,62.4,58.0,6.37,6.41,3.99,4416
17211,1.49,Premium,H,SI1,61.9,57.0,7.35,7.31,4.54,10096
17212,0.5,Ideal,D,VS2,61.8,54.0,5.13,5.16,3.18,1628
17213,0.8,Very Good,J,VS1,62.7,58.0,5.91,5.95,3.72,2487
17214,0.51,Very Good,G,IF,63.8,58.0,5.06,5.09,3.24,2063
17215,2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05,17258
17216,0.31,Ideal,G,SI1,61.6,56.0,4.36,4.4,2.7,627
17217,0.31,Ideal,G,IF,61.0,56.0,4.37,4.38,2.67,924
17218,0.3,Very Good,G,VS2,63.1,57.0,4.28,4.24,2.69,675
17219,0.4,Ideal,G,SI2,62.1,53.0,4.75,4.78,2.96,573
17220,0.42,Ideal,H,VS2,62.9,56.0,4.79,4.72,2.99,992
17221,0.7,Good,E,VS2,61.5,61.0,5.64,5.74,3.5,2473
17222,0.73,Very Good,E,VS2,61.5,58.0,5.71,5.8,3.54,3307
17223,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,723
17224,1.02,Premium,E,SI2,58.7,59.0,6.61,6.57,3.87,4478
17225,0.73,Very Good,I,VS2,62.8,59.0,5.72,5.75,3.6,2426
17226,0.91,Premium,E,SI1,61.9,61.0,6.12,6.1,3.78,4138
17227,1.11,Good,D,SI1,57.8,61.0,6.83,6.78,3.93,6088
17228,0.7,Very Good,G,VS2,58.2,59.0,5.87,5.95,3.44,2513
17229,1.11,Very Good,F,VS1,62.1,58.0,6.63,6.7,4.14,8233
17230,0.5,Premium,E,VS2,62.6,58.0,5.12,5.07,3.19,1676
17231,0.44,Very Good,E,VS2,60.3,58.0,4.9,4.92,2.96,987
17232,0.71,Good,E,SI2,58.7,61.0,5.73,5.78,3.38,2226
17233,0.55,Premium,H,VS2,62.1,58.0,5.24,5.29,3.27,1363
17234,0.9,Good,I,VS2,63.8,55.0,6.16,6.07,3.9,3246
17235,0.33,Premium,D,SI2,59.5,59.0,4.48,4.5,2.67,492
17236,0.7,Ideal,E,VS1,62.3,54.0,5.67,5.71,3.54,3345
17237,0.51,Ideal,D,SI2,62.5,55.0,5.15,5.12,3.21,1359
17238,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,12979
17239,0.72,Premium,D,SI1,62.6,59.0,5.74,5.7,3.58,2732
17240,0.51,Fair,D,VS2,64.4,54.0,5.06,5.03,3.25,1668
17241,0.9,Very Good,H,VS1,62.5,58.0,6.09,6.13,3.82,4428
17242,1.02,Premium,J,VS2,61.6,58.0,6.4,6.35,3.93,3513
17243,0.83,Ideal,J,VS2,62.1,56.0,5.98,6.03,3.73,2570
17244,0.31,Ideal,E,VVS2,61.4,57.0,4.37,4.39,2.69,791
17245,0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61,1998
17246,0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,3556
17247,0.31,Ideal,G,VVS2,61.9,55.0,4.33,4.36,2.69,707
17248,2.03,Very Good,G,SI1,61.3,59.0,8.08,8.11,4.96,18257
17249,0.42,Ideal,G,IF,62.0,53.0,4.83,4.85,3.0,1289
17250,1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,7084
17251,1.03,Premium,H,SI1,62.4,58.0,6.5,6.42,4.03,4274
17252,0.71,Ideal,G,VS1,61.8,55.0,5.71,5.76,3.55,3431
17253,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,620
17254,1.58,Ideal,I,VS2,61.1,55.0,7.48,7.53,4.59,10338
17255,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.26,3.28,1929
17256,0.24,Ideal,F,VVS1,62.0,56.0,3.99,4.01,2.48,678
17257,1.01,Good,D,SI2,57.6,62.0,6.66,6.56,3.81,4338
17258,1.25,Good,I,SI2,63.9,56.0,6.81,6.77,4.34,4725
17259,0.41,Good,J,IF,63.6,54.0,4.75,4.72,3.01,1061
17260,0.41,Premium,E,SI1,58.8,62.0,4.87,4.85,2.86,852
17261,2.01,Fair,H,SI2,61.2,66.0,8.21,8.09,4.98,13587
17262,0.55,Ideal,H,VS1,61.2,56.0,5.26,5.3,3.23,1686
17263,1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66,18598
17264,0.32,Ideal,D,VS2,61.8,57.0,4.36,4.35,2.69,972
17265,0.51,Premium,D,SI2,62.0,58.0,5.12,5.08,3.16,1359
17266,0.81,Premium,E,VS2,61.5,58.0,5.99,5.94,3.97,3674
17267,0.4,Ideal,D,VS2,60.4,56.0,4.73,4.77,2.87,982
17268,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4388
17269,0.5,Ideal,H,VVS1,60.6,55.0,5.17,5.13,3.12,1838
17270,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,14691
17271,0.54,Premium,E,VS2,59.2,58.0,5.35,5.32,3.16,1847
17272,0.8,Premium,I,VS2,62.9,61.0,5.84,5.77,3.65,2616
17273,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,5026
17274,0.55,Ideal,E,VS1,61.2,57.0,5.28,5.3,3.24,2001
17275,0.75,Premium,H,SI1,60.7,62.0,5.87,5.82,3.55,2331
17276,0.29,Ideal,F,VVS1,61.1,57.0,4.26,4.29,2.61,715
17277,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1422
17278,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2243
17279,0.53,Very Good,F,VS2,59.2,58.0,5.29,5.31,3.14,1693
17280,1.11,Very Good,I,SI2,63.7,58.0,6.57,6.53,4.17,3882
17281,1.01,Ideal,H,SI2,62.0,57.0,6.4,6.43,3.98,4825
17282,0.45,Good,H,VVS1,56.8,64.0,5.08,4.99,2.86,1240
17283,0.44,Premium,E,VS1,60.7,58.0,4.91,4.88,2.97,1238
17284,0.5,Very Good,H,VS2,62.6,56.0,4.99,5.11,3.16,1349
17285,0.51,Good,D,SI2,63.8,56.0,5.09,5.07,3.24,1268
17286,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3092
17287,0.36,Ideal,E,VS1,61.7,56.0,4.56,4.58,2.82,852
17288,0.38,Very Good,D,VS2,61.5,62.0,4.6,4.63,2.84,871
17289,1.11,Ideal,G,VS2,61.4,56.0,6.65,6.7,4.1,7443
17290,0.35,Premium,H,SI2,62.0,58.0,4.5,4.47,2.78,551
17291,0.5,Premium,G,SI2,62.6,58.0,5.09,5.03,3.17,1121
17292,0.3,Good,G,SI1,63.8,56.0,4.26,4.3,2.73,447
17293,1.56,Premium,J,SI2,61.4,58.0,7.38,7.43,4.55,6306
